chr1	start1	end1	chr2	start2	end2
3	43622000	43623000	3	43690000	43691000
3	44323000	44324000	3	44476000	44477000
3	44323000	44324000	3	44510000	44511000
1	26620000	26621000	1	26788000	26789000
3	44338000	44339000	3	44511000	44512000
3	44338000	44339000	3	44761000	44762000
3	44339000	44340000	3	44476000	44477000
3	44440000	44441000	3	44476000	44477000
3	44440000	44441000	3	44509000	44510000
3	44477000	44478000	3	44510000	44511000
3	44510000	44511000	3	44760000	44761000
3	44532000	44533000	3	44860000	44861000
1	26621000	26622000	1	26694000	26695000
3	44533000	44534000	3	44761000	44762000
3	44554000	44555000	3	44759000	44760000
3	44730000	44731000	3	44759000	44760000
3	44762000	44763000	3	44976000	44977000
3	45038000	45039000	3	45594000	45595000
3	45038000	45039000	3	45689000	45690000
3	45039000	45040000	3	45389000	45390000
3	45040000	45041000	3	45225000	45226000
3	45513000	45514000	3	45594000	45595000
1	26635000	26636000	1	26787000	26788000
3	45549000	45550000	3	45594000	45595000
3	45939000	45940000	3	46208000	46209000
3	45939000	45940000	3	46372000	46373000
3	46087000	46088000	3	46370000	46371000
3	46089000	46090000	3	46208000	46209000
1	26677000	26678000	1	26789000	26790000
3	46277000	46278000	3	46370000	46371000
3	46488000	46489000	3	46694000	46695000
3	46489000	46490000	3	46566000	46567000
1	26695000	26696000	1	26788000	26789000
3	46926000	46927000	3	47164000	47165000
3	46927000	46928000	3	46977000	46978000
3	46927000	46928000	3	47380000	47381000
3	46928000	46929000	3	47282000	47283000
3	46951000	46952000	3	46975000	46976000
3	46960000	46961000	3	46974000	46975000
3	46977000	46978000	3	47282000	47283000
3	47164000	47165000	3	47282000	47283000
3	47164000	47165000	3	47380000	47381000
3	47282000	47283000	3	47380000	47381000
3	47419000	47420000	3	47801000	47802000
3	47420000	47421000	3	47513000	47514000
3	47421000	47422000	3	47476000	47477000
3	47476000	47477000	3	47512000	47513000
3	47513000	47514000	3	47803000	47804000
3	47770000	47771000	3	47780000	47781000
3	47782000	47783000	3	47802000	47803000
1	3453000	3454000	1	3650000	3651000
1	26901000	26902000	1	26920000	26921000
3	48089000	48090000	3	48188000	48189000
3	48188000	48189000	3	48241000	48242000
3	48240000	48241000	3	48438000	48439000
3	48273000	48274000	3	48558000	48559000
3	48273000	48274000	3	48686000	48687000
3	48274000	48275000	3	48610000	48611000
3	48400000	48401000	3	48685000	48686000
3	48401000	48402000	3	48558000	48559000
3	48401000	48402000	3	48610000	48611000
3	48439000	48440000	3	48557000	48558000
3	48442000	48443000	3	48506000	48507000
3	48466000	48467000	3	48506000	48507000
3	48466000	48467000	3	48557000	48558000
3	48475000	48476000	3	48504000	48505000
3	48479000	48480000	3	48504000	48505000
3	48558000	48559000	3	48635000	48636000
3	48559000	48560000	3	48609000	48610000
3	48609000	48610000	3	48685000	48686000
3	48610000	48611000	3	48635000	48636000
1	26967000	26968000	1	26993000	26994000
3	48716000	48717000	3	48917000	48918000
3	48738000	48739000	3	48917000	48918000
3	48901000	48902000	3	48916000	48917000
3	48988000	48989000	3	49094000	49095000
3	48989000	48990000	3	49019000	49020000
3	48990000	48991000	3	49006000	49007000
3	49008000	49009000	3	49019000	49020000
3	49008000	49009000	3	49029000	49030000
3	49021000	49022000	3	49094000	49095000
3	49021000	49022000	3	49470000	49471000
3	49093000	49094000	3	49412000	49413000
3	49093000	49094000	3	49470000	49471000
3	49095000	49096000	3	49119000	49120000
3	49106000	49107000	3	49119000	49120000
3	49120000	49121000	3	49470000	49471000
3	49166000	49167000	3	49431000	49432000
3	49170000	49171000	3	49276000	49277000
3	49341000	49342000	3	49429000	49430000
3	49342000	49343000	3	49411000	49412000
3	49343000	49344000	3	49357000	49358000
3	49357000	49358000	3	49410000	49411000
3	49399000	49400000	3	49409000	49410000
3	49413000	49414000	3	49469000	49470000
3	49415000	49416000	3	49428000	49429000
3	49470000	49471000	3	49673000	49674000
3	49539000	49540000	3	49722000	49723000
3	49539000	49540000	3	49802000	49803000
3	49542000	49543000	3	49552000	49553000
3	49554000	49555000	3	49672000	49673000
3	49702000	49703000	3	49905000	49906000
3	49703000	49704000	3	50189000	50190000
3	49719000	49720000	3	50088000	50089000
3	49720000	49721000	3	49905000	49906000
1	1014000	1015000	1	1274000	1275000
3	49722000	49723000	3	49786000	49787000
3	49803000	49804000	3	49904000	49905000
3	49804000	49805000	3	50089000	50090000
3	49841000	49842000	3	49904000	49905000
3	49841000	49842000	3	50189000	50190000
1	27045000	27046000	1	27392000	27393000
3	50121000	50122000	3	50189000	50190000
3	50156000	50157000	3	50189000	50190000
3	50193000	50194000	3	50324000	50325000
3	50260000	50261000	3	50324000	50325000
1	27102000	27103000	1	27605000	27606000
3	50275000	50276000	3	50324000	50325000
3	50292000	50293000	3	50321000	50322000
3	50338000	50339000	3	50612000	50613000
3	50339000	50340000	3	50358000	50359000
3	50339000	50340000	3	50568000	50569000
3	50348000	50349000	3	50568000	50569000
3	50348000	50349000	3	50613000	50614000
3	50358000	50359000	3	50611000	50612000
3	50359000	50360000	3	50568000	50569000
3	50365000	50366000	3	50613000	50614000
3	50552000	50553000	3	50613000	50614000
3	50568000	50569000	3	51391000	51392000
3	50570000	50571000	3	51385000	51386000
3	50571000	50572000	3	50613000	50614000
3	50590000	50591000	3	50611000	50612000
3	50616000	50617000	3	51498000	51499000
3	50616000	50617000	3	51670000	51671000
1	27103000	27104000	1	27392000	27393000
3	51385000	51386000	3	51499000	51500000
3	51390000	51391000	3	51670000	51671000
3	51391000	51392000	3	51499000	51500000
3	51499000	51500000	3	51941000	51942000
3	51501000	51502000	3	51538000	51539000
3	51501000	51502000	3	51669000	51670000
3	51942000	51943000	3	51995000	51996000
3	51942000	51943000	3	52056000	52057000
3	51942000	51943000	3	52152000	52153000
3	51943000	51944000	3	51967000	51968000
3	51943000	51944000	3	51973000	51974000
3	51944000	51945000	3	51954000	51955000
3	51974000	51975000	3	52410000	52411000
3	51975000	51976000	3	51994000	51995000
3	51996000	51997000	3	52056000	52057000
3	51996000	51997000	3	52410000	52411000
3	51998000	51999000	3	52152000	52153000
1	27299000	27300000	1	27606000	27607000
3	51999000	52000000	3	52199000	52200000
3	52000000	52001000	3	52446000	52447000
3	52003000	52004000	3	52055000	52056000
1	27300000	27301000	1	27392000	27393000
3	52056000	52057000	3	52153000	52154000
3	52056000	52057000	3	52410000	52411000
3	52155000	52156000	3	52197000	52198000
3	52220000	52221000	3	52446000	52447000
3	52221000	52222000	3	52278000	52279000
3	52226000	52227000	3	52279000	52280000
3	52232000	52233000	3	52278000	52279000
3	52239000	52240000	3	52278000	52279000
3	52239000	52240000	3	52288000	52289000
3	52254000	52255000	3	52277000	52278000
3	52291000	52292000	3	52446000	52447000
3	52395000	52396000	3	52408000	52409000
3	52410000	52411000	3	52535000	52536000
3	52411000	52412000	3	52454000	52455000
3	52411000	52412000	3	52685000	52686000
3	52412000	52413000	3	52446000	52447000
3	52428000	52429000	3	52446000	52447000
3	52457000	52458000	3	52535000	52536000
3	52472000	52473000	3	52534000	52535000
3	52472000	52473000	3	52684000	52685000
1	27323000	27324000	1	27340000	27341000
3	52487000	52488000	3	52534000	52535000
3	52499000	52500000	3	52534000	52535000
3	52686000	52687000	3	53045000	53046000
3	52687000	52688000	3	52704000	52705000
3	52770000	52771000	3	53045000	53046000
3	52848000	52849000	3	53046000	53047000
1	27332000	27333000	1	27391000	27392000
3	52934000	52935000	3	53046000	53047000
3	52984000	52985000	3	53045000	53046000
1	27332000	27333000	1	27606000	27607000
3	53130000	53131000	3	53255000	53256000
3	53132000	53133000	3	53160000	53161000
3	53219000	53220000	3	53349000	53350000
3	53256000	53257000	3	53347000	53348000
3	53299000	53300000	3	53349000	53350000
3	53347000	53348000	3	53882000	53883000
3	53347000	53348000	3	53892000	53893000
1	3454000	3455000	1	3612000	3613000
1	27357000	27358000	1	27606000	27607000
3	53475000	53476000	3	53493000	53494000
3	53873000	53874000	3	53889000	53890000
1	27358000	27359000	1	27391000	27392000
1	27366000	27367000	1	27605000	27606000
3	56557000	56558000	3	56681000	56682000
1	27367000	27368000	1	27391000	27392000
3	56683000	56684000	3	56800000	56801000
3	56703000	56704000	3	56799000	56800000
1	27393000	27394000	1	27605000	27606000
3	56755000	56756000	3	56799000	56800000
3	57227000	57228000	3	57555000	57556000
3	57227000	57228000	3	57597000	57598000
3	57556000	57557000	3	57596000	57597000
3	57556000	57557000	3	57756000	57757000
3	57597000	57598000	3	57756000	57757000
3	57671000	57672000	3	57755000	57756000
3	57673000	57674000	3	57691000	57692000
3	57693000	57694000	3	57755000	57756000
3	58007000	58008000	3	58306000	58307000
1	27403000	27404000	1	27604000	27605000
3	58237000	58238000	3	58305000	58306000
3	58307000	58308000	3	58492000	58493000
3	58308000	58309000	3	58432000	58433000
3	58332000	58333000	3	58492000	58493000
3	58333000	58334000	3	58433000	58434000
3	58354000	58355000	3	58492000	58493000
3	58434000	58435000	3	58491000	58492000
3	58466000	58467000	3	58490000	58491000
3	58569000	58570000	3	59052000	59053000
3	58640000	58641000	3	59052000	59053000
3	58651000	58652000	3	59052000	59053000
3	58859000	58860000	3	59051000	59052000
3	58995000	58996000	3	59052000	59053000
1	27429000	27430000	1	27490000	27491000
3	62622000	62623000	3	63819000	63820000
1	27430000	27431000	1	27602000	27603000
3	62667000	62668000	3	62873000	62874000
3	63349000	63350000	3	63819000	63820000
3	63863000	63864000	3	64023000	64024000
3	63912000	63913000	3	64022000	64023000
3	63962000	63963000	3	64021000	64022000
1	27525000	27526000	1	27603000	27604000
3	66277000	66278000	3	66502000	66503000
3	66393000	66394000	3	66500000	66501000
3	66409000	66410000	3	66500000	66501000
3	66437000	66438000	3	66499000	66500000
1	27557000	27558000	1	27602000	27603000
1	27569000	27570000	1	27602000	27603000
3	69052000	69053000	3	69084000	69085000
3	69053000	69054000	3	69079000	69080000
3	69329000	69330000	3	69385000	69386000
3	69343000	69344000	3	69384000	69385000
3	69353000	69354000	3	69385000	69386000
3	69370000	69371000	3	69385000	69386000
1	27670000	27671000	1	27723000	27724000
3	71007000	71008000	3	71585000	71586000
3	71031000	71032000	3	71584000	71585000
3	71065000	71066000	3	71583000	71584000
3	71130000	71131000	3	71583000	71584000
3	71306000	71307000	3	71583000	71584000
3	71390000	71391000	3	71582000	71583000
3	71417000	71418000	3	71581000	71582000
3	71444000	71445000	3	71582000	71583000
3	71453000	71454000	3	71581000	71582000
1	27726000	27727000	1	27772000	27773000
3	71726000	71727000	3	72446000	72447000
3	72100000	72101000	3	72446000	72447000
3	72311000	72312000	3	72445000	72446000
3	72850000	72851000	3	72888000	72889000
3	72850000	72851000	3	72998000	72999000
3	72939000	72940000	3	72997000	72998000
3	88032000	88033000	3	88057000	88058000
3	88059000	88060000	3	88150000	88151000
3	93980000	93981000	3	94062000	94063000
3	97821000	97822000	3	97971000	97972000
3	98522000	98523000	3	98900000	98901000
3	98523000	98524000	3	98593000	98594000
3	99818000	99819000	3	100260000	100261000
3	99818000	99819000	3	100335000	100336000
3	99818000	99819000	3	100400000	100401000
1	27858000	27859000	1	27960000	27961000
3	99876000	99877000	3	100258000	100259000
3	100046000	100047000	3	100259000	100260000
3	100261000	100262000	3	100400000	100401000
3	100401000	100402000	3	100709000	100710000
3	101513000	101514000	3	101561000	101562000
3	101513000	101514000	3	101574000	101575000
3	101513000	101514000	3	101676000	101677000
3	101562000	101563000	3	101676000	101677000
3	101562000	101563000	3	101686000	101687000
3	101574000	101575000	3	101676000	101677000
3	101574000	101575000	3	101687000	101688000
3	101574000	101575000	3	101724000	101725000
3	101676000	101677000	3	101779000	101780000
3	101677000	101678000	3	101725000	101726000
3	101687000	101688000	3	101724000	101725000
3	101687000	101688000	3	101779000	101780000
1	27858000	27859000	1	28089000	28090000
3	101725000	101726000	3	101779000	101780000
3	101829000	101830000	3	101847000	101848000
1	27873000	27874000	1	27959000	27960000
3	105687000	105688000	3	105868000	105869000
1	27874000	27875000	1	27914000	27915000
3	107237000	107238000	3	107524000	107525000
3	107430000	107431000	3	107523000	107524000
1	27914000	27915000	1	27959000	27960000
3	108090000	108091000	3	108222000	108223000
3	108125000	108126000	3	108222000	108223000
1	3491000	3492000	1	3649000	3650000
3	111671000	111672000	3	111978000	111979000
1	28090000	28091000	1	28233000	28234000
3	111718000	111719000	3	111860000	111861000
3	112093000	112094000	3	112561000	112562000
3	112112000	112113000	3	112294000	112295000
3	112112000	112113000	3	112561000	112562000
3	112115000	112116000	3	112131000	112132000
3	112129000	112130000	3	112561000	112562000
3	112562000	112563000	3	113020000	113021000
1	28234000	28235000	1	28259000	28260000
3	112733000	112734000	3	112991000	112992000
3	113494000	113495000	3	113745000	113746000
3	113514000	113515000	3	113696000	113697000
3	113517000	113518000	3	113530000	113531000
1	28246000	28247000	1	28645000	28646000
3	113626000	113627000	3	113745000	113746000
3	113627000	113628000	3	113695000	113696000
3	113682000	113683000	3	113694000	113695000
3	113696000	113697000	3	113746000	113747000
3	113697000	113698000	3	114057000	114058000
3	113737000	113738000	3	113839000	113840000
3	113741000	113742000	3	114057000	114058000
3	113744000	113745000	3	113837000	113838000
3	113746000	113747000	3	113947000	113948000
3	113746000	113747000	3	114056000	114057000
3	113840000	113841000	3	114056000	114057000
1	28248000	28249000	1	28328000	28329000
3	113844000	113845000	3	114178000	114179000
3	113948000	113949000	3	114056000	114057000
3	113986000	113987000	3	114056000	114057000
3	114005000	114006000	3	114055000	114056000
1	28248000	28249000	1	28506000	28507000
1	28249000	28250000	1	28594000	28595000
3	118882000	118883000	3	119241000	119242000
3	118884000	118885000	3	119035000	119036000
3	119145000	119146000	3	119241000	119242000
3	119239000	119240000	3	119465000	119466000
3	119241000	119242000	3	119678000	119679000
3	119274000	119275000	3	119679000	119680000
3	119275000	119276000	3	119559000	119560000
3	119464000	119465000	3	119498000	119499000
3	119469000	119470000	3	119497000	119498000
3	119498000	119499000	3	119677000	119678000
1	28259000	28260000	1	28328000	28329000
3	119893000	119894000	3	120094000	120095000
3	119938000	119939000	3	120094000	120095000
3	120095000	120096000	3	120349000	120350000
3	120561000	120562000	3	120742000	120743000
3	120596000	120597000	3	120742000	120743000
3	121546000	121547000	3	121835000	121836000
3	121547000	121548000	3	122385000	122386000
3	121547000	121548000	3	123028000	123029000
3	121749000	121750000	3	121835000	121836000
1	3531000	3532000	1	3611000	3612000
3	122384000	122385000	3	122415000	122416000
3	122384000	122385000	3	122513000	122514000
3	122393000	122394000	3	122679000	122680000
3	122393000	122394000	3	123029000	123030000
3	122416000	122417000	3	122514000	122515000
3	122417000	122418000	3	122680000	122681000
3	122460000	122461000	3	122678000	122679000
3	122561000	122562000	3	122679000	122680000
3	122561000	122562000	3	123028000	123029000
3	122564000	122565000	3	122577000	122578000
3	122576000	122577000	3	122679000	122680000
3	122755000	122756000	3	123028000	123029000
3	122858000	122859000	3	123028000	123029000
1	28506000	28507000	1	28552000	28553000
3	122943000	122944000	3	123028000	123029000
3	123884000	123885000	3	123960000	123961000
3	124760000	124761000	3	124888000	124889000
1	28519000	28520000	1	28552000	28553000
3	125055000	125056000	3	125375000	125376000
3	125055000	125056000	3	125595000	125596000
3	125992000	125993000	3	126084000	126085000
1	3531000	3532000	1	3623000	3624000
3	126134000	126135000	3	126474000	126475000
3	126357000	126358000	3	126475000	126476000
3	126476000	126477000	3	126703000	126704000
3	126476000	126477000	3	126982000	126983000
3	126522000	126523000	3	126655000	126656000
3	126522000	126523000	3	126982000	126983000
1	28581000	28582000	1	28644000	28645000
3	126679000	126680000	3	126982000	126983000
3	126687000	126688000	3	126982000	126983000
3	126703000	126704000	3	126983000	126984000
3	126752000	126753000	3	126983000	126984000
3	127576000	127577000	3	127589000	127590000
3	127576000	127577000	3	128051000	128052000
3	127590000	127591000	3	127672000	127673000
3	127590000	127591000	3	128050000	128051000
3	127591000	127592000	3	127628000	127629000
3	127598000	127599000	3	127672000	127673000
1	28643000	28644000	1	28668000	28669000
3	127629000	127630000	3	127672000	127673000
3	127672000	127673000	3	128051000	128052000
1	28643000	28644000	1	28737000	28738000
3	127695000	127696000	3	128051000	128052000
3	127696000	127697000	3	127823000	127824000
3	128076000	128077000	3	128123000	128124000
1	28647000	28648000	1	28736000	28737000
3	128076000	128077000	3	128153000	128154000
3	128124000	128125000	3	128153000	128154000
1	28649000	28650000	1	28668000	28669000
3	128618000	128619000	3	128878000	128879000
3	128619000	128620000	3	128649000	128650000
3	128651000	128652000	3	128726000	128727000
3	128651000	128652000	3	128879000	128880000
3	128681000	128682000	3	128726000	128727000
3	128698000	128699000	3	128724000	128725000
3	128879000	128880000	3	129121000	129122000
3	128970000	128971000	3	129162000	129163000
3	128971000	128972000	3	129121000	129122000
1	28669000	28670000	1	28736000	28737000
3	129027000	129028000	3	129120000	129121000
3	129055000	129056000	3	129120000	129121000
3	129121000	129122000	3	129161000	129162000
3	129121000	129122000	3	129183000	129184000
3	129121000	129122000	3	129247000	129248000
3	129121000	129122000	3	129277000	129278000
3	129161000	129162000	3	129182000	129183000
3	129182000	129183000	3	129277000	129278000
3	129280000	129281000	3	129315000	129316000
1	28737000	28738000	1	29182000	29183000
3	129399000	129400000	3	129439000	129440000
3	129400000	129401000	3	129427000	129428000
3	129440000	129441000	3	129894000	129895000
3	129492000	129493000	3	129607000	129608000
3	129577000	129578000	3	129606000	129607000
3	129594000	129595000	3	129605000	129606000
3	129948000	129949000	3	129974000	129975000
3	130700000	130701000	3	130893000	130894000
3	130747000	130748000	3	130893000	130894000
3	130894000	130895000	3	131026000	131027000
3	131026000	131027000	3	131381000	131382000
3	131027000	131028000	3	131503000	131504000
3	131045000	131046000	3	131380000	131381000
3	131360000	131361000	3	131379000	131380000
3	131381000	131382000	3	131503000	131504000
3	132417000	132418000	3	132658000	132659000
3	132417000	132418000	3	132722000	132723000
3	132580000	132581000	3	132596000	132597000
3	132660000	132661000	3	132721000	132722000
3	132707000	132708000	3	132720000	132721000
3	132722000	132723000	3	133662000	133663000
3	132723000	132724000	3	133574000	133575000
3	132724000	132725000	3	133806000	133807000
3	133425000	133426000	3	133572000	133573000
1	28883000	28884000	1	29122000	29123000
3	133439000	133440000	3	133574000	133575000
3	133486000	133487000	3	133573000	133574000
3	133560000	133561000	3	133571000	133572000
3	133573000	133574000	3	133805000	133806000
3	133573000	133574000	3	134485000	134486000
3	133574000	133575000	3	133661000	133662000
3	133664000	133665000	3	133805000	133806000
3	133805000	133806000	3	134486000	134487000
3	134226000	134227000	3	134249000	134250000
3	134250000	134251000	3	134485000	134486000
1	28885000	28886000	1	29181000	29182000
1	28887000	28888000	1	28914000	28915000
3	136076000	136077000	3	136752000	136753000
3	136078000	136079000	3	136251000	136252000
3	136080000	136081000	3	136194000	136195000
3	136135000	136136000	3	136251000	136252000
3	136196000	136197000	3	136250000	136251000
3	136196000	136197000	3	136751000	136752000
3	136196000	136197000	3	136862000	136863000
3	136250000	136251000	3	136752000	136753000
3	136392000	136393000	3	136751000	136752000
1	28914000	28915000	1	29182000	29183000
3	136546000	136547000	3	136751000	136752000
3	136752000	136753000	3	136862000	136863000
1	3578000	3579000	1	3611000	3612000
3	138480000	138481000	3	138594000	138595000
3	138595000	138596000	3	138834000	138835000
3	139345000	139346000	3	139389000	139390000
3	141575000	141576000	3	141876000	141877000
3	141576000	141577000	3	141737000	141738000
3	141738000	141739000	3	141876000	141877000
3	141752000	141753000	3	141874000	141875000
3	141765000	141766000	3	141875000	141876000
3	141797000	141798000	3	141875000	141876000
3	142579000	142580000	3	143002000	143003000
3	142580000	142581000	3	142594000	142595000
3	143775000	143776000	3	143848000	143849000
3	143776000	143777000	3	143971000	143972000
3	143826000	143827000	3	143846000	143847000
3	143959000	143960000	3	143969000	143970000
3	146469000	146470000	3	146544000	146545000
3	148955000	148956000	3	149335000	149336000
3	148991000	148992000	3	149087000	149088000
3	149121000	149122000	3	149335000	149336000
3	149970000	149971000	3	150409000	150410000
3	150286000	150287000	3	150410000	150411000
3	150386000	150387000	3	150406000	150407000
3	150408000	150409000	3	150545000	150546000
3	150408000	150409000	3	150703000	150704000
3	150408000	150409000	3	150762000	150763000
3	150409000	150410000	3	150603000	150604000
3	150546000	150547000	3	150703000	150704000
3	150546000	150547000	3	150762000	150763000
3	150547000	150548000	3	150603000	150604000
3	150603000	150604000	3	150762000	150763000
3	150604000	150605000	3	150703000	150704000
3	150622000	150623000	3	150702000	150703000
3	150704000	150705000	3	150762000	150763000
3	150762000	150763000	3	151086000	151087000
3	150788000	150789000	3	151086000	151087000
3	151239000	151240000	3	151277000	151278000
3	152184000	152185000	3	152269000	152270000
3	152196000	152197000	3	152269000	152270000
1	3590000	3591000	1	3609000	3610000
3	152245000	152246000	3	152268000	152269000
3	152254000	152255000	3	152267000	152268000
3	153044000	153045000	3	153161000	153162000
3	154955000	154956000	3	155079000	155080000
3	155806000	155807000	3	155870000	155871000
3	155856000	155857000	3	155868000	155869000
3	156555000	156556000	3	156674000	156675000
3	156674000	156675000	3	157159000	157160000
3	156676000	156677000	3	156825000	156826000
3	158644000	158645000	3	158802000	158803000
3	158646000	158647000	3	158672000	158673000
1	3599000	3600000	1	3609000	3610000
3	159989000	159990000	3	160400000	160401000
1	30721000	30722000	1	30757000	30758000
3	160370000	160371000	3	160397000	160398000
3	160399000	160400000	3	160565000	160566000
3	160400000	160401000	3	160448000	160449000
3	160449000	160450000	3	160564000	160565000
3	160565000	160566000	3	160755000	160756000
3	160565000	160566000	3	161222000	161223000
3	160756000	160757000	3	161221000	161222000
3	160980000	160981000	3	161222000	161223000
1	30729000	30730000	1	30909000	30910000
3	167381000	167382000	3	167735000	167736000
3	167690000	167691000	3	167733000	167734000
