chr1	start1	end1	chr2	start2	end2
2	216210000	216220000	2	216400000	216410000
2	216510000	216520000	2	217750000	217760000
2	216520000	216530000	2	216660000	216670000
2	216520000	216530000	2	217500000	217510000
2	216680000	216690000	2	217740000	217750000
2	217790000	217800000	2	217880000	217890000
2	163160000	163170000	2	164710000	164720000
2	163170000	163180000	2	164510000	164520000
2	163170000	163180000	2	164600000	164610000
2	163180000	163190000	2	164060000	164070000
2	163180000	163190000	2	164450000	164460000
2	163340000	163350000	2	164060000	164070000
1	41270000	41280000	1	41420000	41430000
1	70330000	70340000	1	71060000	71070000
2	163470000	163480000	2	164050000	164060000
2	164730000	164740000	2	164910000	164920000
2	165000000	165010000	2	165870000	165880000
2	165000000	165010000	2	165290000	165300000
2	165400000	165410000	2	165870000	165880000
2	166530000	166540000	2	168110000	168120000
2	166530000	166540000	2	168340000	168350000
2	168130000	168140000	2	168910000	168920000
1	71590000	71600000	1	72040000	72050000
2	168140000	168150000	2	168340000	168350000
2	168340000	168350000	2	168760000	168770000
2	168340000	168350000	2	168920000	168930000
2	168350000	168360000	2	168690000	168700000
2	168960000	168970000	2	169130000	169140000
2	169110000	169120000	2	169930000	169940000
2	169450000	169460000	2	169920000	169930000
2	169530000	169540000	2	169770000	169780000
1	1950000	1960000	1	3420000	3430000
2	169530000	169540000	2	169920000	169930000
2	170820000	170830000	2	172090000	172100000
2	170970000	170980000	2	171420000	171430000
2	170960000	170970000	2	172110000	172120000
2	170970000	170980000	2	171150000	171160000
2	171580000	171590000	2	172130000	172140000
2	171700000	171710000	2	172110000	172120000
2	171700000	171710000	2	172470000	172480000
2	171800000	171810000	2	172110000	172120000
2	172170000	172180000	2	172460000	172470000
2	172340000	172350000	2	172430000	172440000
2	172800000	172810000	2	172930000	172940000
2	172800000	172810000	2	174350000	174360000
2	173020000	173030000	2	173210000	173220000
2	173020000	173030000	2	174340000	174350000
2	173210000	173220000	2	174340000	174350000
2	173390000	173400000	2	174340000	174350000
2	173750000	173760000	2	174050000	174060000
2	174460000	174470000	2	174540000	174550000
2	174460000	174470000	2	174680000	174690000
2	174580000	174590000	2	174680000	174690000
1	2420000	2430000	1	3420000	3430000
2	175360000	175370000	2	177140000	177150000
2	176070000	176080000	2	176160000	176170000
2	176130000	176140000	2	176450000	176460000
2	176130000	176140000	2	177140000	177150000
2	177160000	177170000	2	177320000	177330000
1	2810000	2820000	1	3410000	3420000
2	177160000	177170000	2	177410000	177420000
2	177160000	177170000	2	177750000	177760000
2	177330000	177340000	2	177750000	177760000
2	178390000	178400000	2	179750000	179760000
2	178780000	178790000	2	179430000	179440000
2	178770000	178780000	2	179750000	179760000
2	178790000	178800000	2	179130000	179140000
2	178790000	178800000	2	178910000	178920000
2	178880000	178890000	2	179750000	179760000
2	180120000	180130000	2	181060000	181070000
2	180120000	180130000	2	181710000	181720000
2	181080000	181090000	2	181710000	181720000
2	181080000	181090000	2	181900000	181910000
2	181090000	181100000	2	181460000	181470000
2	219050000	219060000	2	219140000	219150000
2	220680000	220690000	2	221510000	221520000
2	222050000	222060000	2	222560000	222570000
2	222300000	222310000	2	222620000	222630000
1	3910000	3920000	1	4820000	4830000
2	222700000	222710000	2	222900000	222910000
2	222970000	222980000	2	223790000	223800000
2	222970000	222980000	2	224280000	224290000
2	223970000	223980000	2	224350000	224360000
2	223970000	223980000	2	224770000	224780000
2	223980000	223990000	2	224280000	224290000
2	223980000	223990000	2	224650000	224660000
2	223980000	223990000	2	225650000	225660000
2	224350000	224360000	2	225650000	225660000
2	224360000	224370000	2	224770000	224780000
1	5500000	5510000	1	5750000	5760000
2	224360000	224370000	2	224440000	224450000
2	224360000	224370000	2	224640000	224650000
2	224640000	224650000	2	225650000	225660000
2	224790000	224800000	2	225650000	225660000
2	225000000	225010000	2	225650000	225660000
2	225670000	225680000	2	227100000	227110000
2	225670000	225680000	2	226800000	226810000
2	225670000	225680000	2	226980000	226990000
2	225670000	225680000	2	227230000	227240000
2	225880000	225890000	2	226800000	226810000
1	5510000	5520000	1	5910000	5920000
2	225890000	225900000	2	226970000	226980000
2	226810000	226820000	2	226980000	226990000
2	227130000	227140000	2	227760000	227770000
2	227360000	227370000	2	227760000	227770000
2	227480000	227490000	2	227760000	227770000
2	227890000	227900000	2	229580000	229590000
1	5500000	5510000	1	5970000	5980000
2	228040000	228050000	2	229590000	229600000
2	229790000	229800000	2	230610000	230620000
2	229790000	229800000	2	230800000	230810000
2	230000000	230010000	2	230160000	230170000
2	230000000	230010000	2	230610000	230620000
2	230830000	230840000	2	230980000	230990000
2	231100000	231110000	2	231420000	231430000
2	231220000	231230000	2	231410000	231420000
1	5630000	5640000	1	5740000	5750000
2	231910000	231920000	2	232440000	232450000
2	231910000	231920000	2	232320000	232330000
2	232600000	232610000	2	233700000	233710000
2	232840000	232850000	2	233440000	233450000
2	233270000	233280000	2	233440000	233450000
2	233970000	233980000	2	235110000	235120000
2	233980000	233990000	2	234500000	234510000
2	234130000	234140000	2	234260000	234270000
2	234130000	234140000	2	234500000	234510000
1	5630000	5640000	1	5910000	5920000
2	234550000	234560000	2	235110000	235120000
2	234540000	234550000	2	235740000	235750000
2	234550000	234560000	2	235590000	235600000
2	235130000	235140000	2	235590000	235600000
2	235130000	235140000	2	235740000	235750000
2	235590000	235600000	2	235740000	235750000
2	235590000	235600000	2	237060000	237070000
2	235770000	235780000	2	236340000	236350000
2	235770000	235780000	2	237060000	237070000
2	235770000	235780000	2	237140000	237150000
2	235780000	235790000	2	236170000	236180000
2	236170000	236180000	2	237060000	237070000
2	236340000	236350000	2	237060000	237070000
2	236350000	236360000	2	236570000	236580000
2	236580000	236590000	2	237040000	237050000
2	237510000	237520000	2	238260000	238270000
2	237580000	237590000	2	237740000	237750000
2	238360000	238370000	2	238780000	238790000
2	239030000	239040000	2	239990000	240000000
2	239260000	239270000	2	239390000	239400000
2	240190000	240200000	2	240440000	240450000
2	240850000	240860000	2	241660000	241670000
1	6480000	6490000	1	6640000	6650000
2	241690000	241700000	2	241870000	241880000
3	37850000	37860000	3	38470000	38480000
3	37980000	37990000	3	38650000	38660000
3	38110000	38120000	3	38480000	38490000
3	38510000	38520000	3	39290000	39300000
3	39440000	39450000	3	40180000	40190000
3	39710000	39720000	3	40170000	40180000
3	39720000	39730000	3	39980000	39990000
3	40320000	40330000	3	42100000	42110000
3	40330000	40340000	3	41870000	41880000
3	40580000	40590000	3	41870000	41880000
3	41890000	41900000	3	42100000	42110000
3	41890000	41900000	3	42220000	42230000
3	41890000	41900000	3	42440000	42450000
1	6720000	6730000	1	7210000	7220000
3	41890000	41900000	3	42540000	42550000
3	42110000	42120000	3	42210000	42220000
3	42240000	42250000	3	42540000	42550000
3	42250000	42260000	3	42430000	42440000
3	42960000	42970000	3	44200000	44210000
3	43160000	43170000	3	43500000	43510000
3	43220000	43230000	3	43500000	43510000
3	43540000	43550000	3	44200000	44210000
3	44320000	44330000	3	44910000	44920000
1	6710000	6720000	1	7640000	7650000
3	44530000	44540000	3	44910000	44920000
3	45030000	45040000	3	45500000	45510000
3	45030000	45040000	3	45660000	45670000
3	45030000	45040000	3	45920000	45930000
3	45030000	45040000	3	46070000	46080000
3	45040000	45050000	3	45210000	45220000
3	45510000	45520000	3	45650000	45660000
1	6720000	6730000	1	7060000	7070000
3	46090000	46100000	3	46360000	46370000
3	47410000	47420000	3	47790000	47800000
3	47520000	47530000	3	47790000	47800000
3	47520000	47530000	3	47980000	47990000
3	47830000	47840000	3	47980000	47990000
3	47830000	47840000	3	48150000	48160000
3	49330000	49340000	3	49430000	49440000
1	6790000	6800000	1	7210000	7220000
3	50430000	50440000	3	50540000	50550000
3	50620000	50630000	3	51370000	51380000
3	52000000	52010000	3	52130000	52140000
3	52740000	52750000	3	53070000	53080000
3	52850000	52860000	3	53070000	53080000
1	6790000	6800000	1	7640000	7650000
3	52850000	52860000	3	53710000	53720000
3	53110000	53120000	3	53190000	53200000
3	53110000	53120000	3	53710000	53720000
3	53210000	53220000	3	53710000	53720000
3	53290000	53300000	3	53710000	53720000
3	54840000	54850000	3	56310000	56320000
3	54850000	54860000	3	56250000	56260000
3	56700000	56710000	3	56980000	56990000
1	7040000	7050000	1	7640000	7650000
3	56810000	56820000	3	56980000	56990000
3	57170000	57180000	3	57840000	57850000
3	58320000	58330000	3	58410000	58420000
3	58640000	58650000	3	59850000	59860000
3	59210000	59220000	3	59850000	59860000
3	59570000	59580000	3	59850000	59860000
3	61850000	61860000	3	62180000	62190000
1	7670000	7680000	1	7750000	7760000
3	62620000	62630000	3	63990000	64000000
3	62630000	62640000	3	63330000	63340000
3	62670000	62680000	3	62930000	62940000
3	63350000	63360000	3	63990000	64000000
3	63850000	63860000	3	64000000	64010000
3	64030000	64040000	3	64480000	64490000
1	7670000	7680000	1	7900000	7910000
3	66260000	66270000	3	66820000	66830000
3	66270000	66280000	3	66390000	66400000
3	66400000	66410000	3	66810000	66820000
3	66950000	66960000	3	68880000	68890000
3	67110000	67120000	3	67790000	67800000
3	67110000	67120000	3	68870000	68880000
3	67380000	67390000	3	68870000	68880000
3	67800000	67810000	3	68870000	68880000
3	69140000	69150000	3	69670000	69680000
1	7670000	7680000	1	8340000	8350000
3	69160000	69170000	3	69420000	69430000
3	69160000	69170000	3	69300000	69310000
3	69310000	69320000	3	69410000	69420000
3	69940000	69950000	3	71650000	71660000
3	70070000	70080000	3	71300000	71310000
3	70070000	70080000	3	71650000	71660000
3	70360000	70370000	3	71640000	71650000
3	70530000	70540000	3	71660000	71670000
3	70540000	70550000	3	71300000	71310000
3	70540000	70550000	3	71510000	71520000
1	8010000	8020000	1	8330000	8340000
3	70540000	70550000	3	71590000	71600000
3	71710000	71720000	3	72820000	72830000
3	71870000	71880000	3	72820000	72830000
3	71870000	71880000	3	73070000	73080000
3	73100000	73110000	3	73430000	73440000
1	9110000	9120000	1	9480000	9490000
3	73100000	73110000	3	73500000	73510000
3	22560000	22570000	3	23780000	23790000
3	22560000	22570000	3	23870000	23880000
3	22560000	22570000	3	24230000	24240000
3	23880000	23890000	3	24240000	24250000
3	23890000	23900000	3	24680000	24690000
3	23890000	23900000	3	25590000	25600000
1	9270000	9280000	1	9480000	9490000
3	23990000	24000000	3	25590000	25600000
3	23990000	24000000	3	24230000	24240000
3	24000000	24010000	3	24680000	24690000
3	25650000	25660000	3	27470000	27480000
3	25640000	25650000	3	25850000	25860000
3	25640000	25650000	3	26110000	26120000
3	25640000	25650000	3	26710000	26720000
3	25640000	25650000	3	27370000	27380000
1	9610000	9620000	1	9860000	9870000
3	25840000	25850000	3	26710000	26720000
3	25840000	25850000	3	27460000	27470000
3	27130000	27140000	3	28320000	28330000
3	27310000	27320000	3	27680000	27690000
3	27310000	27320000	3	28330000	28340000
3	27350000	27360000	3	27470000	27480000
3	27470000	27480000	3	28330000	28340000
3	27710000	27720000	3	28320000	28330000
3	28660000	28670000	3	30190000	30200000
3	28910000	28920000	3	30190000	30200000
1	9620000	9630000	1	9720000	9730000
3	28910000	28920000	3	30690000	30700000
3	30020000	30030000	3	31130000	31140000
3	30030000	30040000	3	30750000	30760000
3	30110000	30120000	3	30690000	30700000
3	30770000	30780000	3	31690000	31700000
3	30770000	30780000	3	31770000	31780000
3	30770000	30780000	3	32150000	32160000
3	31610000	31620000	3	32140000	32150000
3	31850000	31860000	3	32140000	32150000
3	32010000	32020000	3	32140000	32150000
1	10500000	10510000	1	11020000	11030000
3	32170000	32180000	3	32330000	32340000
3	32170000	32180000	3	32460000	32470000
3	32170000	32180000	3	32660000	32670000
3	32380000	32390000	3	32460000	32470000
3	32510000	32520000	3	32930000	32940000
3	32510000	32520000	3	33070000	33080000
3	32730000	32740000	3	32930000	32940000
3	32730000	32740000	3	33780000	33790000
1	10510000	10520000	1	10940000	10950000
3	33130000	33140000	3	33780000	33790000
3	33130000	33140000	3	33370000	33380000
3	33630000	33640000	3	33780000	33790000
3	34880000	34890000	3	35910000	35920000
3	35960000	35970000	3	36700000	36710000
3	36730000	36740000	3	37210000	37220000
3	36730000	36740000	3	37780000	37790000
3	36730000	36740000	3	37960000	37970000
3	36850000	36860000	3	36950000	36960000
1	10510000	10520000	1	11640000	11650000
3	37010000	37020000	3	37210000	37220000
3	37850000	37860000	3	37960000	37970000
3	3190000	3200000	3	4280000	4290000
3	3200000	3210000	3	3990000	4000000
3	4350000	4360000	3	4620000	4630000
3	4710000	4720000	3	5050000	5060000
3	4830000	4840000	3	5000000	5010000
3	5230000	5240000	3	6800000	6810000
3	5300000	5310000	3	6790000	6800000
3	8320000	8330000	3	8410000	8420000
3	8970000	8980000	3	9300000	9310000
3	9500000	9510000	3	10730000	10740000
3	10340000	10350000	3	10720000	10730000
3	11060000	11070000	3	11650000	11660000
3	11230000	11240000	3	11330000	11340000
3	11370000	11380000	3	11800000	11810000
3	11370000	11380000	3	12470000	12480000
3	12130000	12140000	3	12880000	12890000
3	12140000	12150000	3	12470000	12480000
3	12860000	12870000	3	13470000	13480000
3	12860000	12870000	3	13650000	13660000
3	12900000	12910000	3	12980000	12990000
3	12990000	13000000	3	13460000	13470000
3	13080000	13090000	3	13460000	13470000
3	13490000	13500000	3	13640000	13650000
3	13490000	13500000	3	14920000	14930000
3	13660000	13670000	3	14910000	14920000
3	13890000	13900000	3	14470000	14480000
3	13890000	13900000	3	14920000	14930000
3	14200000	14210000	3	14460000	14470000
3	14200000	14210000	3	14920000	14930000
3	14260000	14270000	3	14460000	14470000
3	15180000	15190000	3	16180000	16190000
3	15190000	15200000	3	16240000	16250000
3	15220000	15230000	3	15560000	15570000
1	11240000	11250000	1	11640000	11650000
3	15250000	15260000	3	15390000	15400000
3	15620000	15630000	3	15800000	15810000
3	15810000	15820000	3	16240000	16250000
3	16270000	16280000	3	17230000	17240000
3	16270000	16280000	3	17410000	17420000
3	16280000	16290000	3	16540000	16550000
3	16590000	16600000	3	17410000	17420000
3	16590000	16600000	3	18370000	18380000
1	42770000	42780000	1	43070000	43080000
1	11310000	11320000	1	11630000	11640000
3	17260000	17270000	3	17830000	17840000
3	17260000	17270000	3	18990000	19000000
3	17430000	17440000	3	17840000	17850000
3	17430000	17440000	3	18380000	18390000
3	17430000	17440000	3	18980000	18990000
3	17880000	17890000	3	18980000	18990000
3	17890000	17900000	3	18380000	18390000
3	18560000	18570000	3	18750000	18760000
3	84540000	84550000	3	85570000	85580000
1	12120000	12130000	1	12200000	12210000
3	109030000	109040000	3	110310000	110320000
3	109730000	109740000	3	110310000	110320000
3	112110000	112120000	3	112530000	112540000
3	112320000	112330000	3	112520000	112530000
3	112630000	112640000	3	113280000	113290000
1	12300000	12310000	1	12650000	12660000
3	113050000	113060000	3	113560000	113570000
3	113730000	113740000	3	114150000	114160000
3	114140000	114150000	3	115810000	115820000
3	114150000	114160000	3	114410000	114420000
3	114370000	114380000	3	115170000	115180000
3	114370000	114380000	3	115810000	115820000
3	114830000	114840000	3	115690000	115700000
3	115090000	115100000	3	115680000	115690000
1	13660000	13670000	1	13950000	13960000
3	115090000	115100000	3	115800000	115810000
3	115090000	115100000	3	115170000	115180000
3	116770000	116780000	3	117720000	117730000
3	116770000	116780000	3	117520000	117530000
3	117010000	117020000	3	117520000	117530000
3	117010000	117020000	3	117710000	117720000
3	117010000	117020000	3	118810000	118820000
3	117020000	117030000	3	117350000	117360000
3	117020000	117030000	3	117430000	117440000
1	13670000	13680000	1	13790000	13800000
3	119270000	119280000	3	119350000	119360000
3	119470000	119480000	3	120730000	120740000
3	119890000	119900000	3	120410000	120420000
3	120240000	120250000	3	120410000	120420000
3	120240000	120250000	3	120790000	120800000
3	122100000	122110000	3	122290000	122300000
1	14090000	14100000	1	15040000	15050000
3	122940000	122950000	3	123250000	123260000
3	123320000	123330000	3	123480000	123490000
3	123320000	123330000	3	123550000	123560000
3	123640000	123650000	3	124470000	124480000
3	123640000	123650000	3	124550000	124560000
3	123720000	123730000	3	124460000	124470000
3	123720000	123730000	3	124550000	124560000
3	124010000	124020000	3	124280000	124290000
3	124010000	124020000	3	124550000	124560000
3	124350000	124360000	3	124550000	124560000
1	15130000	15140000	1	15280000	15290000
3	124570000	124580000	3	124680000	124690000
3	124750000	124760000	3	125580000	125590000
3	124760000	124770000	3	124900000	124910000
3	124920000	124930000	3	125580000	125590000
3	124990000	125000000	3	125430000	125440000
3	124990000	125000000	3	125580000	125590000
3	126130000	126140000	3	127540000	127550000
3	126670000	126680000	3	127450000	127460000
3	126680000	126690000	3	127540000	127550000
3	126740000	126750000	3	127540000	127550000
3	126750000	126760000	3	127450000	127460000
3	127570000	127580000	3	127830000	127840000
3	127580000	127590000	3	127680000	127690000
3	127650000	127660000	3	127960000	127970000
3	128080000	128090000	3	128600000	128610000
3	128420000	128430000	3	128590000	128600000
3	129480000	129490000	3	129820000	129830000
3	129630000	129640000	3	129930000	129940000
3	129640000	129650000	3	129820000	129830000
1	15790000	15800000	1	16050000	16060000
3	131040000	131050000	3	132180000	132190000
3	131790000	131800000	3	132020000	132030000
3	132530000	132540000	3	132640000	132650000
3	132710000	132720000	3	133650000	133660000
3	132730000	132740000	3	133420000	133430000
3	132730000	132740000	3	134210000	134220000
1	42920000	42930000	1	43060000	43070000
1	16080000	16090000	1	16180000	16190000
3	133810000	133820000	3	133920000	133930000
3	133810000	133820000	3	134210000	134220000
3	133930000	133940000	3	134210000	134220000
3	134210000	134220000	3	134470000	134480000
3	134300000	134310000	3	135890000	135900000
3	134590000	134600000	3	135900000	135910000
3	134600000	134610000	3	136040000	136050000
1	17120000	17130000	1	17230000	17240000
3	136070000	136080000	3	137010000	137020000
3	136060000	136070000	3	137960000	137970000
3	136300000	136310000	3	137010000	137020000
3	136300000	136310000	3	137960000	137970000
3	136390000	136400000	3	137010000	137020000
3	138060000	138070000	3	139320000	139330000
3	138070000	138080000	3	138910000	138920000
1	17490000	17500000	1	18570000	18580000
3	138410000	138420000	3	138920000	138930000
3	138410000	138420000	3	139320000	139330000
3	138690000	138700000	3	138910000	138920000
3	138930000	138940000	3	139330000	139340000
3	139420000	139430000	3	140860000	140870000
3	139420000	139430000	3	141190000	141200000
3	141300000	141310000	3	141450000	141460000
3	141300000	141310000	3	141560000	141570000
1	17660000	17670000	1	18570000	18580000
3	141460000	141470000	3	141910000	141920000
3	141470000	141480000	3	141550000	141560000
3	141570000	141580000	3	141910000	141920000
3	141570000	141580000	3	141990000	142000000
3	142120000	142130000	3	142990000	143000000
3	142580000	142590000	3	142990000	143000000
3	142580000	142590000	3	143960000	143970000
3	143040000	143050000	3	143660000	143670000
3	143120000	143130000	3	143650000	143660000
1	18290000	18300000	1	18570000	18580000
3	143780000	143790000	3	143950000	143960000
3	97780000	97790000	3	98020000	98030000
3	98040000	98050000	3	99760000	99770000
3	98040000	98050000	3	98330000	98340000
3	98040000	98050000	3	99170000	99180000
3	98610000	98620000	3	98780000	98790000
3	98810000	98820000	3	99780000	99790000
3	99820000	99830000	3	101380000	101390000
1	18590000	18600000	1	18810000	18820000
3	99820000	99830000	3	101650000	101660000
3	99830000	99840000	3	100060000	100070000
3	99830000	99840000	3	100250000	100260000
3	99830000	99840000	3	100590000	100600000
3	100060000	100070000	3	100250000	100260000
3	100310000	100320000	3	100590000	100600000
3	100310000	100320000	3	101380000	101390000
3	100710000	100720000	3	101660000	101670000
3	100730000	100740000	3	101370000	101380000
3	101070000	101080000	3	101630000	101640000
1	18880000	18890000	1	19240000	19250000
3	101800000	101810000	3	102530000	102540000
3	101800000	101810000	3	102220000	102230000
3	102230000	102240000	3	102530000	102540000
3	104270000	104280000	3	105510000	105520000
3	105680000	105690000	3	106600000	106610000
3	105710000	105720000	3	105850000	105860000
3	106820000	106830000	3	107060000	107070000
3	107230000	107240000	3	108480000	108490000
3	107230000	107240000	3	108550000	108560000
3	107230000	107240000	3	108910000	108920000
3	107240000	107250000	3	107740000	107750000
3	108080000	108090000	3	108210000	108220000
3	108490000	108500000	3	108910000	108920000
3	165850000	165860000	3	167030000	167040000
3	167390000	167400000	3	167680000	167690000
3	168200000	168210000	3	168850000	168860000
3	168860000	168870000	3	169730000	169740000
1	19340000	19350000	1	19650000	19660000
3	169140000	169150000	3	169740000	169750000
3	170960000	170970000	3	172340000	172350000
3	170960000	170970000	3	172660000	172670000
3	171170000	171180000	3	171560000	171570000
3	172330000	172340000	3	172660000	172670000
3	172490000	172500000	3	172590000	172600000
3	172810000	172820000	3	173040000	173050000
3	177040000	177050000	3	178380000	178390000
3	177060000	177070000	3	177180000	177190000
1	19900000	19910000	1	20640000	20650000
3	179010000	179020000	3	179310000	179320000
3	146060000	146070000	3	146580000	146590000
3	146210000	146220000	3	146570000	146580000
3	148950000	148960000	3	149270000	149280000
1	43220000	43230000	1	43410000	43420000
1	19910000	19920000	1	20490000	20500000
3	149110000	149120000	3	149270000	149280000
3	149960000	149970000	3	150210000	150220000
3	149960000	149970000	3	150490000	150500000
3	150220000	150230000	3	150490000	150500000
3	150290000	150300000	3	150490000	150500000
3	150410000	150420000	3	152270000	152280000
3	150520000	150530000	3	150860000	150870000
3	150530000	150540000	3	151140000	151150000
3	150710000	150720000	3	150860000	150870000
3	150720000	150730000	3	151140000	151150000
1	19910000	19920000	1	21200000	21210000
3	150780000	150790000	3	151140000	151150000
3	151160000	151170000	3	151280000	151290000
3	151160000	151170000	3	151840000	151850000
3	151160000	151170000	3	151910000	151920000
3	151290000	151300000	3	151830000	151840000
3	151440000	151450000	3	151830000	151840000
3	151440000	151450000	3	151910000	151920000
3	152180000	152190000	3	152440000	152450000
3	152190000	152200000	3	152270000	152280000
3	153030000	153040000	3	154010000	154020000
1	20700000	20710000	1	21190000	21200000
3	153030000	153040000	3	153760000	153770000
3	153030000	153040000	3	154250000	154260000
3	154330000	154340000	3	155320000	155330000
3	154330000	154340000	3	155700000	155710000
3	154750000	154760000	3	155320000	155330000
3	154750000	154760000	3	155700000	155710000
3	154900000	154910000	3	155320000	155330000
3	155360000	155370000	3	155690000	155700000
1	20980000	20990000	1	21190000	21200000
3	155860000	155870000	3	157150000	157160000
3	156150000	156160000	3	157130000	157140000
3	156150000	156160000	3	156520000	156530000
3	156540000	156550000	3	157080000	157090000
3	156540000	156550000	3	157140000	157150000
3	156660000	156670000	3	157080000	157090000
3	157520000	157530000	3	158780000	158790000
1	21230000	21240000	1	21580000	21590000
3	157530000	157540000	3	158430000	158440000
3	157610000	157620000	3	158310000	158320000
3	157610000	157620000	3	158430000	158440000
3	157610000	157620000	3	158790000	158800000
3	158820000	158830000	3	160400000	160410000
3	158840000	158850000	3	159250000	159260000
3	158830000	158840000	3	159800000	159810000
3	158910000	158920000	3	159250000	159260000
3	159090000	159100000	3	159250000	159260000
3	159260000	159270000	3	159800000	159810000
1	21240000	21250000	1	21360000	21370000
3	159260000	159270000	3	160010000	160020000
3	159260000	159270000	3	160480000	160490000
3	159820000	159830000	3	160000000	160010000
3	159890000	159900000	3	160000000	160010000
3	160020000	160030000	3	160410000	160420000
3	160020000	160030000	3	161420000	161430000
3	160700000	160710000	3	161420000	161430000
3	160700000	160710000	3	160930000	160940000
3	160940000	160950000	3	161410000	161420000
3	161270000	161280000	3	161410000	161420000
3	161560000	161570000	3	163480000	163490000
3	161850000	161860000	3	163480000	163490000
3	162780000	162790000	3	162910000	162920000
3	181320000	181330000	3	182680000	182690000
3	182710000	182720000	3	183380000	183390000
3	183180000	183190000	3	183380000	183390000
3	183180000	183190000	3	183760000	183770000
3	183460000	183470000	3	183760000	183770000
3	183890000	183900000	3	184530000	184540000
3	184320000	184330000	3	185920000	185930000
3	184350000	184360000	3	184790000	184800000
3	184550000	184560000	3	184780000	184790000
3	184570000	184580000	3	184720000	184730000
3	184870000	184880000	3	185170000	185180000
3	185670000	185680000	3	185760000	185770000
3	185980000	185990000	3	186240000	186250000
3	187310000	187320000	3	187690000	187700000
3	187310000	187320000	3	189150000	189160000
3	187720000	187730000	3	189040000	189050000
3	187730000	187740000	3	189140000	189150000
3	187730000	187740000	3	188950000	188960000
3	187750000	187760000	3	187970000	187980000
3	187750000	187760000	3	188170000	188180000
3	188960000	188970000	3	189140000	189150000
3	189960000	189970000	3	190700000	190710000
3	189960000	189970000	3	191050000	191060000
3	190700000	190710000	3	191050000	191060000
3	190880000	190890000	3	191050000	191060000
3	190880000	190890000	3	192440000	192450000
3	191130000	191140000	3	192440000	192450000
3	191410000	191420000	3	192440000	192450000
1	43520000	43530000	1	44040000	44050000
1	24190000	24200000	1	24390000	24400000
3	192460000	192470000	3	192800000	192810000
3	192460000	192470000	3	193560000	193570000
