chr1	start1	end1	chr2	start2	end2
3	10110000	10120000	3	10220000	10230000
3	10110000	10120000	3	10240000	10250000
3	10110000	10120000	3	10320000	10330000
3	10110000	10120000	3	10140000	10150000
1	25850000	25860000	1	25850000	25860000
3	10140000	10150000	3	10240000	10250000
3	10140000	10150000	3	10220000	10230000
3	10160000	10170000	3	10220000	10230000
3	10160000	10170000	3	10320000	10330000
3	10160000	10170000	3	10190000	10200000
3	10320000	10330000	3	10730000	10740000
3	10330000	10340000	3	10740000	10750000
3	10340000	10350000	3	10520000	10530000
3	10340000	10350000	3	10700000	10710000
3	10340000	10350000	3	10730000	10740000
1	25860000	25870000	1	25870000	25880000
3	10750000	10760000	3	11330000	11340000
1	25890000	25900000	1	26030000	26040000
3	10940000	10950000	3	11330000	11340000
3	11060000	11070000	3	11330000	11340000
3	11150000	11160000	3	11330000	11340000
3	11230000	11240000	3	11330000	11340000
3	11270000	11280000	3	11280000	11290000
3	11370000	11380000	3	11840000	11850000
1	25890000	25900000	1	25900000	25910000
3	11370000	11380000	3	12480000	12490000
3	11380000	11390000	3	11640000	11650000
3	11390000	11400000	3	11640000	11650000
3	11550000	11560000	3	11640000	11650000
3	11580000	11590000	3	11640000	11650000
1	25900000	25910000	1	25990000	26000000
3	12170000	12180000	3	12480000	12490000
3	12480000	12490000	3	12710000	12720000
3	12480000	12490000	3	12890000	12900000
3	12480000	12490000	3	12550000	12560000
3	12480000	12490000	3	12660000	12670000
3	12480000	12490000	3	12490000	12500000
1	25900000	25910000	1	25910000	25920000
3	12550000	12560000	3	12840000	12850000
3	12550000	12560000	3	12660000	12670000
3	12570000	12580000	3	12660000	12670000
3	12640000	12650000	3	12660000	12670000
3	12660000	12670000	3	12840000	12850000
3	12780000	12790000	3	12840000	12850000
3	12810000	12820000	3	12840000	12850000
1	26030000	26040000	1	26140000	26150000
3	12860000	12870000	3	12980000	12990000
3	12860000	12870000	3	12990000	13000000
3	12900000	12910000	3	12980000	12990000
3	12900000	12910000	3	12990000	13000000
3	12920000	12930000	3	12980000	12990000
3	12950000	12960000	3	12980000	12990000
1	2580000	2590000	1	2640000	2650000
1	26030000	26040000	1	26160000	26170000
3	12950000	12960000	3	12960000	12970000
3	12960000	12970000	3	13480000	13490000
3	12990000	13000000	3	13070000	13080000
3	12990000	13000000	3	13010000	13020000
3	12990000	13000000	3	13040000	13050000
3	13010000	13020000	3	13070000	13080000
3	13010000	13020000	3	13040000	13050000
3	13090000	13100000	3	13280000	13290000
1	26030000	26040000	1	26410000	26420000
3	13090000	13100000	3	13490000	13500000
3	13280000	13290000	3	13450000	13460000
1	26100000	26110000	1	26410000	26420000
3	13340000	13350000	3	13450000	13460000
3	13480000	13490000	3	13650000	13660000
3	13490000	13500000	3	13640000	13650000
3	13490000	13500000	3	13650000	13660000
3	13650000	13660000	3	13880000	13890000
3	13890000	13900000	3	14540000	14550000
3	14120000	14130000	3	14650000	14660000
3	14120000	14130000	3	14170000	14180000
1	26100000	26110000	1	26160000	26170000
3	14120000	14130000	3	14140000	14150000
3	14140000	14150000	3	14170000	14180000
3	14150000	14160000	3	14170000	14180000
3	14170000	14180000	3	14650000	14660000
3	14200000	14210000	3	14540000	14550000
1	26100000	26110000	1	26320000	26330000
3	14260000	14270000	3	14540000	14550000
3	14400000	14410000	3	14460000	14470000
3	14400000	14410000	3	14430000	14440000
1	26100000	26110000	1	26360000	26370000
3	14650000	14660000	3	14940000	14950000
3	14670000	14680000	3	14920000	14930000
3	14670000	14680000	3	14770000	14780000
3	14670000	14680000	3	14910000	14920000
3	14930000	14940000	3	14940000	14950000
3	14940000	14950000	3	15090000	15100000
3	14940000	14950000	3	15050000	15060000
3	14940000	14950000	3	15060000	15070000
3	14940000	14950000	3	14990000	15000000
1	26110000	26120000	1	26470000	26480000
3	14950000	14960000	3	14960000	14970000
3	15050000	15060000	3	15090000	15100000
3	15050000	15060000	3	15060000	15070000
3	15060000	15070000	3	15090000	15100000
3	15080000	15090000	3	15090000	15100000
3	15090000	15100000	3	15600000	15610000
3	15090000	15100000	3	15550000	15560000
3	15200000	15210000	3	16170000	16180000
1	26110000	26120000	1	26120000	26130000
3	15200000	15210000	3	15390000	15400000
3	15200000	15210000	3	15400000	15410000
3	15200000	15210000	3	15810000	15820000
3	15200000	15210000	3	16240000	16250000
3	15200000	15210000	3	15370000	15380000
3	15200000	15210000	3	15550000	15560000
3	15200000	15210000	3	15260000	15270000
3	15200000	15210000	3	15420000	15430000
3	15200000	15210000	3	15600000	15610000
3	15200000	15210000	3	15790000	15800000
3	15240000	15250000	3	15550000	15560000
3	15240000	15250000	3	15380000	15390000
3	15240000	15250000	3	15400000	15410000
3	15240000	15250000	3	15390000	15400000
3	15250000	15260000	3	15390000	15400000
1	2820000	2830000	1	3420000	3430000
1	26160000	26170000	1	26230000	26240000
3	15260000	15270000	3	15390000	15400000
3	15260000	15270000	3	15330000	15340000
3	15270000	15280000	3	15300000	15310000
3	15270000	15280000	3	15290000	15300000
3	15290000	15300000	3	15330000	15340000
1	26160000	26170000	1	26320000	26330000
3	15330000	15340000	3	15370000	15380000
3	15420000	15430000	3	15550000	15560000
3	15620000	15630000	3	16170000	16180000
3	15790000	15800000	3	16260000	16270000
1	26270000	26280000	1	26320000	26330000
3	15810000	15820000	3	16170000	16180000
3	15810000	15820000	3	16260000	16270000
3	16040000	16050000	3	16170000	16180000
3	16260000	16270000	3	16510000	16520000
3	16260000	16270000	3	16550000	16560000
3	16260000	16270000	3	16590000	16600000
3	16260000	16270000	3	17230000	17240000
1	26270000	26280000	1	26410000	26420000
3	16260000	16270000	3	17410000	17420000
3	16290000	16300000	3	16600000	16610000
3	16290000	16300000	3	16510000	16520000
3	16300000	16310000	3	16510000	16520000
3	16370000	16380000	3	16510000	16520000
3	16430000	16440000	3	16510000	16520000
3	16460000	16470000	3	16510000	16520000
3	16480000	16490000	3	16510000	16520000
1	26270000	26280000	1	26360000	26370000
3	16510000	16520000	3	16540000	16550000
3	16600000	16610000	3	17230000	17240000
3	16600000	16610000	3	17250000	17260000
3	16600000	16610000	3	17840000	17850000
3	16600000	16610000	3	17410000	17420000
3	16880000	16890000	3	17230000	17240000
3	16880000	16890000	3	17190000	17200000
1	26280000	26290000	1	26360000	26370000
3	17740000	17750000	3	17770000	17780000
3	17740000	17750000	3	17760000	17770000
1	26280000	26290000	1	26410000	26420000
1	26280000	26290000	1	26310000	26320000
3	18390000	18400000	3	18750000	18760000
3	18420000	18430000	3	18980000	18990000
3	18420000	18430000	3	18750000	18760000
3	18420000	18430000	3	18440000	18450000
3	18440000	18450000	3	18750000	18760000
3	18440000	18450000	3	18550000	18560000
1	26280000	26290000	1	26300000	26310000
3	19140000	19150000	3	19540000	19550000
3	19340000	19350000	3	19540000	19550000
3	19880000	19890000	3	20040000	20050000
3	19940000	19950000	3	20040000	20050000
3	19940000	19950000	3	20120000	20130000
1	26300000	26310000	1	26310000	26320000
3	19940000	19950000	3	20180000	20190000
3	20040000	20050000	3	20120000	20130000
3	20040000	20050000	3	20160000	20170000
3	20040000	20050000	3	20180000	20190000
3	20120000	20130000	3	20180000	20190000
1	3010000	3020000	1	3420000	3430000
1	26430000	26440000	1	26470000	26480000
3	21750000	21760000	3	21890000	21900000
3	23070000	23080000	3	23200000	23210000
3	23200000	23210000	3	23800000	23810000
3	23800000	23810000	3	23910000	23920000
3	23880000	23890000	3	24680000	24690000
3	23910000	23920000	3	23940000	23950000
3	23920000	23930000	3	23940000	23950000
3	23990000	24000000	3	24680000	24690000
3	24180000	24190000	3	24680000	24690000
3	24260000	24270000	3	24680000	24690000
3	24680000	24690000	3	25590000	25600000
1	26470000	26480000	1	26870000	26880000
3	25640000	25650000	3	25850000	25860000
3	25640000	25650000	3	26110000	26120000
3	25640000	25650000	3	26710000	26720000
3	25640000	25650000	3	25840000	25850000
3	25650000	25660000	3	25780000	25790000
3	25660000	25670000	3	25780000	25790000
3	25660000	25670000	3	26100000	26110000
1	26470000	26480000	1	26880000	26890000
1	26470000	26480000	1	26480000	26490000
3	27130000	27140000	3	28330000	28340000
3	27310000	27320000	3	28320000	28330000
3	27480000	27490000	3	27660000	27670000
1	26470000	26480000	1	26490000	26500000
3	27480000	27490000	3	28340000	28350000
3	27480000	27490000	3	27630000	27640000
3	27710000	27720000	3	28320000	28330000
3	28410000	28420000	3	28430000	28440000
3	28910000	28920000	3	29280000	29290000
3	28910000	28920000	3	29760000	29770000
3	29970000	29980000	3	29980000	29990000
3	29980000	29990000	3	29990000	30000000
1	26500000	26510000	1	26780000	26790000
3	30430000	30440000	3	30600000	30610000
3	30600000	30610000	3	30640000	30650000
3	30600000	30610000	3	30650000	30660000
3	30600000	30610000	3	30660000	30670000
1	26500000	26510000	1	26530000	26540000
3	31220000	31230000	3	31530000	31540000
3	31520000	31530000	3	31530000	31540000
3	31850000	31860000	3	32140000	32150000
1	26500000	26510000	1	26540000	26550000
3	32010000	32020000	3	32150000	32160000
3	32170000	32180000	3	32390000	32400000
3	32170000	32180000	3	32230000	32240000
3	32230000	32240000	3	32280000	32290000
3	32290000	32300000	3	32390000	32400000
3	32340000	32350000	3	32390000	32400000
1	26540000	26550000	1	26880000	26890000
3	32370000	32380000	3	32390000	32400000
3	32390000	32400000	3	32460000	32470000
3	32420000	32430000	3	32450000	32460000
1	26540000	26550000	1	26780000	26790000
3	32500000	32510000	3	32680000	32690000
3	32500000	32510000	3	32940000	32950000
3	32510000	32520000	3	32730000	32740000
3	32510000	32520000	3	33070000	33080000
3	32510000	32520000	3	32680000	32690000
3	32570000	32580000	3	32680000	32690000
3	32730000	32740000	3	32930000	32940000
3	32730000	32740000	3	32940000	32950000
3	32730000	32740000	3	33070000	33080000
3	32940000	32950000	3	33070000	33080000
3	32940000	32950000	3	33370000	33380000
3	33090000	33100000	3	33110000	33120000
3	33110000	33120000	3	33440000	33450000
3	33130000	33140000	3	33710000	33720000
3	33130000	33140000	3	33370000	33380000
3	33440000	33450000	3	33710000	33720000
3	33440000	33450000	3	33450000	33460000
3	33630000	33640000	3	33710000	33720000
3	33660000	33670000	3	33710000	33720000
3	33680000	33690000	3	33770000	33780000
3	33820000	33830000	3	33850000	33860000
3	35290000	35300000	3	35640000	35650000
1	26590000	26600000	1	26820000	26830000
3	35640000	35650000	3	35650000	35660000
3	35640000	35650000	3	35670000	35680000
3	35640000	35650000	3	35660000	35670000
3	36720000	36730000	3	37210000	37220000
3	36730000	36740000	3	36860000	36870000
3	36730000	36740000	3	36950000	36960000
3	36900000	36910000	3	36990000	37000000
3	36900000	36910000	3	36950000	36960000
3	36910000	36920000	3	36990000	37000000
3	36910000	36920000	3	36940000	36950000
3	36940000	36950000	3	36990000	37000000
1	26590000	26600000	1	26830000	26840000
3	36970000	36980000	3	36990000	37000000
3	36990000	37000000	3	37170000	37180000
3	36990000	37000000	3	37210000	37220000
3	36990000	37000000	3	37240000	37250000
3	37020000	37030000	3	37210000	37220000
3	37300000	37310000	3	37960000	37970000
3	37450000	37460000	3	37810000	37820000
3	37450000	37460000	3	37960000	37970000
3	37450000	37460000	3	37770000	37780000
3	37450000	37460000	3	37540000	37550000
3	37840000	37850000	3	37960000	37970000
3	37850000	37860000	3	37960000	37970000
3	37850000	37860000	3	38470000	38480000
3	37860000	37870000	3	37990000	38000000
3	37860000	37870000	3	38020000	38030000
3	37970000	37980000	3	38000000	38010000
3	37970000	37980000	3	38470000	38480000
3	37990000	38000000	3	38020000	38030000
1	3440000	3450000	1	3720000	3730000
3	37990000	38000000	3	38030000	38040000
3	38000000	38010000	3	38020000	38030000
3	38000000	38010000	3	38470000	38480000
3	38010000	38020000	3	38020000	38030000
3	38020000	38030000	3	38160000	38170000
3	38020000	38030000	3	38450000	38460000
3	38020000	38030000	3	38030000	38040000
3	38110000	38120000	3	38330000	38340000
3	38110000	38120000	3	38340000	38350000
3	38110000	38120000	3	38480000	38490000
3	38110000	38120000	3	38490000	38500000
3	38110000	38120000	3	38290000	38300000
3	38130000	38140000	3	38340000	38350000
3	38130000	38140000	3	38160000	38170000
3	38140000	38150000	3	38160000	38170000
3	38160000	38170000	3	38450000	38460000
3	38160000	38170000	3	38180000	38190000
3	38340000	38350000	3	38470000	38480000
1	26590000	26600000	1	26880000	26890000
3	38490000	38500000	3	39030000	39040000
3	38490000	38500000	3	38650000	38660000
3	38520000	38530000	3	39030000	39040000
3	38640000	38650000	3	38990000	39000000
3	38940000	38950000	3	38950000	38960000
3	39070000	39080000	3	39300000	39310000
3	39100000	39110000	3	39280000	39290000
3	39100000	39110000	3	39170000	39180000
3	39100000	39110000	3	39140000	39150000
3	39120000	39130000	3	39280000	39290000
3	39120000	39130000	3	39180000	39190000
3	39120000	39130000	3	39140000	39150000
3	39140000	39150000	3	39280000	39290000
3	39150000	39160000	3	39400000	39410000
3	39150000	39160000	3	39170000	39180000
3	39150000	39160000	3	39380000	39390000
1	26600000	26610000	1	26830000	26840000
3	39180000	39190000	3	39280000	39290000
3	39190000	39200000	3	39280000	39290000
3	39190000	39200000	3	39260000	39270000
3	39200000	39210000	3	39280000	39290000
3	39260000	39270000	3	39280000	39290000
3	39290000	39300000	3	39380000	39390000
3	39380000	39390000	3	39400000	39410000
3	39400000	39410000	3	39410000	39420000
3	39410000	39420000	3	39490000	39500000
3	39410000	39420000	3	40170000	40180000
3	39410000	39420000	3	40310000	40320000
3	39440000	39450000	3	40310000	40320000
3	39660000	39670000	3	40310000	40320000
1	26600000	26610000	1	26850000	26860000
3	39720000	39730000	3	40100000	40110000
3	39720000	39730000	3	40310000	40320000
3	39810000	39820000	3	39990000	40000000
3	39810000	39820000	3	40170000	40180000
3	40190000	40200000	3	40310000	40320000
1	26600000	26610000	1	26780000	26790000
3	40300000	40310000	3	40450000	40460000
3	40320000	40330000	3	42090000	42100000
3	40450000	40460000	3	40500000	40510000
3	40450000	40460000	3	40520000	40530000
3	40450000	40460000	3	40470000	40480000
3	40580000	40590000	3	41200000	41210000
3	41200000	41210000	3	41210000	41220000
1	26600000	26610000	1	26880000	26890000
3	41890000	41900000	3	42530000	42540000
3	41890000	41900000	3	42190000	42200000
3	41950000	41960000	3	42080000	42090000
3	41960000	41970000	3	42060000	42070000
3	41960000	41970000	3	42100000	42110000
3	41960000	41970000	3	42010000	42020000
3	41960000	41970000	3	42020000	42030000
3	41960000	41970000	3	41970000	41980000
3	41990000	42000000	3	42090000	42100000
1	3450000	3460000	1	3480000	3490000
3	42010000	42020000	3	42060000	42070000
3	42010000	42020000	3	42080000	42090000
3	42010000	42020000	3	42090000	42100000
3	42010000	42020000	3	42020000	42030000
3	42110000	42120000	3	42190000	42200000
3	42190000	42200000	3	42440000	42450000
1	26600000	26610000	1	26690000	26700000
3	42240000	42250000	3	42480000	42490000
3	42240000	42250000	3	42500000	42510000
3	42240000	42250000	3	42530000	42540000
1	26600000	26610000	1	26720000	26730000
3	42500000	42510000	3	42530000	42540000
3	42500000	42510000	3	42540000	42550000
3	42580000	42590000	3	42600000	42610000
3	42580000	42590000	3	42580000	42590000
3	42600000	42610000	3	42770000	42780000
3	42600000	42610000	3	42610000	42620000
3	42600000	42610000	3	42620000	42630000
3	42650000	42660000	3	42740000	42750000
3	42770000	42780000	3	42800000	42810000
3	42770000	42780000	3	42830000	42840000
3	42770000	42780000	3	42880000	42890000
3	42790000	42800000	3	42800000	42810000
3	42800000	42810000	3	42880000	42890000
3	42840000	42850000	3	42870000	42880000
3	43160000	43170000	3	43280000	43290000
3	43220000	43230000	3	43280000	43290000
1	26600000	26610000	1	26820000	26830000
3	43280000	43290000	3	43500000	43510000
3	43620000	43630000	3	43690000	43700000
3	43620000	43630000	3	43620000	43630000
3	44320000	44330000	3	44470000	44480000
3	44320000	44330000	3	44510000	44520000
3	44320000	44330000	3	44910000	44920000
1	26620000	26630000	1	26780000	26790000
3	44330000	44340000	3	44510000	44520000
3	44330000	44340000	3	44760000	44770000
3	44330000	44340000	3	44430000	44440000
3	44330000	44340000	3	44470000	44480000
3	44440000	44450000	3	44470000	44480000
3	44440000	44450000	3	44500000	44510000
3	44470000	44480000	3	44510000	44520000
3	44510000	44520000	3	44760000	44770000
3	44530000	44540000	3	44860000	44870000
1	26620000	26630000	1	26690000	26700000
3	44530000	44540000	3	44910000	44920000
3	44530000	44540000	3	45030000	45040000
3	44530000	44540000	3	44760000	44770000
3	44550000	44560000	3	44750000	44760000
3	44760000	44770000	3	44970000	44980000
3	44960000	44970000	3	44970000	44980000
3	44970000	44980000	3	44980000	44990000
3	45030000	45040000	3	45500000	45510000
3	45030000	45040000	3	45590000	45600000
3	45030000	45040000	3	45660000	45670000
3	45030000	45040000	3	45680000	45690000
3	45030000	45040000	3	45830000	45840000
3	45030000	45040000	3	45920000	45930000
3	45030000	45040000	3	46070000	46080000
3	45030000	45040000	3	45380000	45390000
3	45030000	45040000	3	45490000	45500000
3	45030000	45040000	3	45650000	45660000
1	3450000	3460000	1	3620000	3630000
3	45040000	45050000	3	45220000	45230000
3	45370000	45380000	3	45380000	45390000
3	45510000	45520000	3	45650000	45660000
3	45510000	45520000	3	45660000	45670000
3	45510000	45520000	3	45830000	45840000
3	45510000	45520000	3	45920000	45930000
3	45510000	45520000	3	46070000	46080000
3	45510000	45520000	3	45590000	45600000
1	26630000	26640000	1	26780000	26790000
3	45540000	45550000	3	45650000	45660000
3	45540000	45550000	3	45590000	45600000
3	45590000	45600000	3	45650000	45660000
3	45590000	45600000	3	45610000	45620000
3	45760000	45770000	3	45830000	45840000
3	45760000	45770000	3	45920000	45930000
3	45760000	45770000	3	46070000	46080000
3	45930000	45940000	3	46420000	46430000
3	45930000	45940000	3	46440000	46450000
3	45930000	45940000	3	46070000	46080000
3	45930000	45940000	3	46200000	46210000
3	45930000	45940000	3	46370000	46380000
3	46080000	46090000	3	46370000	46380000
3	46080000	46090000	3	46420000	46430000
3	46080000	46090000	3	46200000	46210000
3	46160000	46170000	3	46170000	46180000
1	26670000	26680000	1	26780000	26790000
3	46270000	46280000	3	46370000	46380000
3	46480000	46490000	3	46630000	46640000
3	46480000	46490000	3	46650000	46660000
3	46480000	46490000	3	46690000	46700000
3	46480000	46490000	3	46550000	46560000
3	46480000	46490000	3	46560000	46570000
3	46490000	46500000	3	46530000	46540000
3	46490000	46500000	3	46620000	46630000
3	46490000	46500000	3	46550000	46560000
1	26690000	26700000	1	26780000	26790000
3	46700000	46710000	3	46990000	47000000
3	46700000	46710000	3	46850000	46860000
3	46700000	46710000	3	46860000	46870000
3	46700000	46710000	3	46890000	46900000
3	46700000	46710000	3	46900000	46910000
3	46700000	46710000	3	47320000	47330000
3	46700000	46710000	3	47370000	47380000
3	46790000	46800000	3	46810000	46820000
1	26690000	26700000	1	26720000	26730000
3	46840000	46850000	3	46890000	46900000
3	46860000	46870000	3	46890000	46900000
3	46860000	46870000	3	47320000	47330000
3	46860000	46870000	3	46900000	46910000
3	46860000	46870000	3	47370000	47380000
3	46900000	46910000	3	47320000	47330000
3	46920000	46930000	3	46990000	47000000
3	46920000	46930000	3	47320000	47330000
3	46920000	46930000	3	47370000	47380000
1	26690000	26700000	1	26740000	26750000
3	46920000	46930000	3	46980000	46990000
3	46920000	46930000	3	47160000	47170000
3	46920000	46930000	3	46970000	46980000
3	46920000	46930000	3	47380000	47390000
3	46920000	46930000	3	47280000	47290000
3	46950000	46960000	3	46970000	46980000
3	46960000	46970000	3	46970000	46980000
3	46970000	46980000	3	47280000	47290000
3	47000000	47010000	3	47320000	47330000
1	26810000	26820000	1	26830000	26840000
3	47160000	47170000	3	47280000	47290000
3	47160000	47170000	3	47380000	47390000
3	47160000	47170000	3	47320000	47330000
3	47270000	47280000	3	47270000	47280000
3	47280000	47290000	3	47380000	47390000
3	47380000	47390000	3	47410000	47420000
3	47380000	47390000	3	47380000	47390000
3	47410000	47420000	3	47800000	47810000
3	47420000	47430000	3	47510000	47520000
3	47420000	47430000	3	47780000	47790000
3	47420000	47430000	3	47470000	47480000
3	47440000	47450000	3	47450000	47460000
3	47470000	47480000	3	47510000	47520000
3	47510000	47520000	3	47800000	47810000
3	47520000	47530000	3	47780000	47790000
3	47520000	47530000	3	47820000	47830000
3	47530000	47540000	3	47780000	47790000
1	26850000	26860000	1	26870000	26880000
3	47770000	47780000	3	47780000	47790000
3	47780000	47790000	3	47800000	47810000
3	47820000	47830000	3	47990000	48000000
3	47820000	47830000	3	48150000	48160000
3	47850000	47860000	3	47980000	47990000
3	47850000	47860000	3	48150000	48160000
1	3450000	3460000	1	3650000	3660000
1	26900000	26910000	1	26920000	26930000
3	48080000	48090000	3	48180000	48190000
3	48180000	48190000	3	48240000	48250000
3	48230000	48240000	3	48430000	48440000
3	48240000	48250000	3	48430000	48440000
3	48270000	48280000	3	48430000	48440000
3	48270000	48280000	3	48500000	48510000
3	48270000	48280000	3	48550000	48560000
3	48270000	48280000	3	48680000	48690000
1	26910000	26920000	1	26910000	26920000
3	48270000	48280000	3	48540000	48550000
3	48270000	48280000	3	48610000	48620000
3	48400000	48410000	3	48650000	48660000
3	48400000	48410000	3	48680000	48690000
3	48400000	48410000	3	48430000	48440000
3	48400000	48410000	3	48500000	48510000
3	48400000	48410000	3	48540000	48550000
3	48400000	48410000	3	48550000	48560000
3	48400000	48410000	3	48610000	48620000
1	26960000	26970000	1	27040000	27050000
3	48430000	48440000	3	48540000	48550000
3	48430000	48440000	3	48550000	48560000
3	48440000	48450000	3	48500000	48510000
3	48440000	48450000	3	48470000	48480000
3	48460000	48470000	3	48540000	48550000
3	48460000	48470000	3	48470000	48480000
3	48460000	48470000	3	48500000	48510000
3	48460000	48470000	3	48550000	48560000
3	48470000	48480000	3	48500000	48510000
1	26960000	26970000	1	27090000	27100000
3	48550000	48560000	3	48630000	48640000
3	48550000	48560000	3	48600000	48610000
3	48600000	48610000	3	48680000	48690000
3	48610000	48620000	3	48630000	48640000
3	48610000	48620000	3	48610000	48620000
3	48630000	48640000	3	48650000	48660000
3	48660000	48670000	3	48680000	48690000
3	48680000	48690000	3	48950000	48960000
1	26960000	26970000	1	26990000	27000000
3	48680000	48690000	3	48710000	48720000
3	48700000	48710000	3	48710000	48720000
3	48710000	48720000	3	48910000	48920000
3	48730000	48740000	3	48910000	48920000
3	48900000	48910000	3	48910000	48920000
3	48980000	48990000	3	49150000	49160000
3	48980000	48990000	3	49090000	49100000
3	48980000	48990000	3	49440000	49450000
1	26990000	27000000	1	27280000	27290000
3	48980000	48990000	3	49010000	49020000
3	48990000	49000000	3	49000000	49010000
3	49000000	49010000	3	49010000	49020000
3	49000000	49010000	3	49020000	49030000
3	49020000	49030000	3	49090000	49100000
3	49020000	49030000	3	49340000	49350000
3	49020000	49030000	3	49470000	49480000
3	49090000	49100000	3	49410000	49420000
3	49090000	49100000	3	49470000	49480000
3	49090000	49100000	3	49100000	49110000
1	26990000	27000000	1	27040000	27050000
3	49090000	49100000	3	49110000	49120000
3	49100000	49110000	3	49110000	49120000
3	49110000	49120000	3	49440000	49450000
3	49120000	49130000	3	49470000	49480000
3	49160000	49170000	3	49430000	49440000
3	49160000	49170000	3	49450000	49460000
3	49170000	49180000	3	49270000	49280000
3	49170000	49180000	3	49290000	49300000
3	49290000	49300000	3	49440000	49450000
3	49290000	49300000	3	49670000	49680000
1	26990000	27000000	1	27090000	27100000
3	49340000	49350000	3	49440000	49450000
3	49340000	49350000	3	49420000	49430000
3	49340000	49350000	3	49410000	49420000
3	49340000	49350000	3	49350000	49360000
3	49350000	49360000	3	49410000	49420000
3	49350000	49360000	3	49440000	49450000
1	27040000	27050000	1	27280000	27290000
3	49410000	49420000	3	49460000	49470000
3	49410000	49420000	3	49420000	49430000
3	49410000	49420000	3	49440000	49450000
3	49470000	49480000	3	49670000	49680000
3	49530000	49540000	3	49670000	49680000
3	49530000	49540000	3	49700000	49710000
3	49530000	49540000	3	49720000	49730000
3	49530000	49540000	3	49800000	49810000
3	49530000	49540000	3	49900000	49910000
3	49540000	49550000	3	49550000	49560000
3	49550000	49560000	3	49670000	49680000
3	49700000	49710000	3	49900000	49910000
3	49700000	49710000	3	50220000	50230000
3	49700000	49710000	3	49830000	49840000
3	49700000	49710000	3	50180000	50190000
3	49700000	49710000	3	50110000	50120000
3	49710000	49720000	3	50080000	50090000
