chr1	start1	end1	chr2	start2	end2
3	105680000	105690000	3	107100000	107110000
3	112110000	112120000	3	112520000	112530000
1	46030000	46040000	1	46350000	46360000
3	112330000	112340000	3	112430000	112440000
3	122550000	122560000	3	122680000	122690000
1	47190000	47200000	1	47710000	47720000
3	124560000	124570000	3	124900000	124910000
1	47430000	47440000	1	47710000	47720000
3	128080000	128090000	3	128590000	128600000
3	128960000	128970000	3	129240000	129250000
3	129480000	129490000	3	129820000	129830000
3	129480000	129490000	3	129930000	129940000
3	132700000	132710000	3	133610000	133620000
3	132720000	132730000	3	134480000	134490000
3	133040000	133050000	3	133380000	133390000
3	133810000	133820000	3	134210000	134220000
3	133810000	133820000	3	134470000	134480000
3	134200000	134210000	3	135890000	135900000
3	134790000	134800000	3	135890000	135900000
3	138060000	138070000	3	139320000	139330000
3	138590000	138600000	3	138910000	138920000
3	141460000	141470000	3	141910000	141920000
3	141460000	141470000	3	141990000	142000000
3	141570000	141580000	3	141910000	141920000
3	141570000	141580000	3	141990000	142000000
3	141740000	141750000	3	141890000	141900000
3	142120000	142130000	3	143000000	143010000
1	50370000	50380000	1	50700000	50710000
3	87270000	87280000	3	88000000	88010000
3	169140000	169150000	3	169660000	169670000
3	169130000	169140000	3	169740000	169750000
3	169860000	169870000	3	170820000	170830000
3	172810000	172820000	3	173040000	173050000
3	177040000	177050000	3	178380000	178390000
3	177070000	177080000	3	177170000	177180000
3	177200000	177210000	3	177350000	177360000
3	179010000	179020000	3	179560000	179570000
3	149120000	149130000	3	149260000	149270000
3	149120000	149130000	3	149710000	149720000
3	149950000	149960000	3	151140000	151150000
3	149950000	149960000	3	150490000	150500000
3	151290000	151300000	3	151830000	151840000
3	151440000	151450000	3	151830000	151840000
3	151440000	151450000	3	151920000	151930000
3	154330000	154340000	3	155700000	155710000
3	154750000	154760000	3	155700000	155710000
3	155350000	155360000	3	155700000	155710000
3	156140000	156150000	3	156520000	156530000
3	157530000	157540000	3	158780000	158790000
1	52400000	52410000	1	52680000	52690000
3	157530000	157540000	3	159250000	159260000
3	159260000	159270000	3	160410000	160420000
3	159840000	159850000	3	160410000	160420000
1	53270000	53280000	1	53390000	53400000
3	160020000	160030000	3	160410000	160420000
3	181710000	181720000	3	182680000	182690000
3	183180000	183190000	3	183380000	183390000
1	53270000	53280000	1	53950000	53960000
3	183180000	183190000	3	183760000	183770000
3	183890000	183900000	3	184270000	184280000
3	184360000	184370000	3	184790000	184800000
3	184370000	184380000	3	184530000	184540000
3	184860000	184870000	3	185310000	185320000
3	185660000	185670000	3	186540000	186550000
1	53270000	53280000	1	54810000	54820000
3	185970000	185980000	3	186540000	186550000
3	185970000	185980000	3	186610000	186620000
3	185980000	185990000	3	186240000	186250000
3	186250000	186260000	3	186540000	186550000
3	186840000	186850000	3	187160000	187170000
3	187730000	187740000	3	189140000	189150000
3	187730000	187740000	3	188950000	188960000
3	187730000	187740000	3	189040000	189050000
3	187740000	187750000	3	188420000	188430000
3	187740000	187750000	3	188790000	188800000
3	189960000	189970000	3	191050000	191060000
3	192810000	192820000	3	194410000	194420000
3	193660000	193670000	3	194310000	194320000
3	193780000	193790000	3	194130000	194140000
3	194330000	194340000	3	195260000	195270000
3	194670000	194680000	3	195250000	195260000
3	194680000	194690000	3	195100000	195110000
3	196070000	196080000	3	196190000	196200000
3	196610000	196620000	3	197180000	197190000
1	6350000	6360000	1	6640000	6650000
1	53860000	53870000	1	54800000	54810000
3	197220000	197230000	3	197510000	197520000
4	1130000	1140000	4	1340000	1350000
4	1740000	1750000	4	1900000	1910000
4	3190000	3200000	4	3440000	3450000
4	12730000	12740000	4	13540000	13550000
4	15230000	15240000	4	15960000	15970000
1	54070000	54080000	1	54800000	54810000
4	16030000	16040000	4	16190000	16200000
4	17570000	17580000	4	17800000	17810000
4	17630000	17640000	4	18590000	18600000
4	17820000	17830000	4	18590000	18600000
4	37600000	37610000	4	38030000	38040000
1	54400000	54410000	1	54480000	54490000
4	37800000	37810000	4	38030000	38040000
4	38060000	38070000	4	38860000	38870000
4	39470000	39480000	4	39970000	39980000
4	40950000	40960000	4	41210000	41220000
4	41690000	41700000	4	42520000	42530000
4	47680000	47690000	4	48540000	48550000
4	48120000	48130000	4	48540000	48550000
4	48570000	48580000	4	48960000	48970000
4	53190000	53200000	4	54220000	54230000
4	67530000	67540000	4	67670000	67680000
1	19920000	19930000	1	21200000	21210000
4	67540000	67550000	4	67900000	67910000
4	73060000	73070000	4	73250000	73260000
4	21790000	21800000	4	22690000	22700000
4	22400000	22410000	4	22690000	22700000
4	25440000	25450000	4	25760000	25770000
4	26430000	26440000	4	27010000	27020000
4	36210000	36220000	4	36370000	36380000
4	36240000	36250000	4	36330000	36340000
4	139010000	139020000	4	140880000	140890000
1	20690000	20700000	1	21190000	21200000
4	140010000	140020000	4	140250000	140260000
4	142120000	142130000	4	142840000	142850000
4	143200000	143210000	4	143470000	143480000
4	143200000	143210000	4	143520000	143530000
4	143540000	143550000	4	145070000	145080000
4	74190000	74200000	4	75490000	75500000
1	21220000	21230000	1	22640000	22650000
4	76170000	76180000	4	76750000	76760000
4	77050000	77060000	4	77190000	77200000
1	6480000	6490000	1	6630000	6640000
1	21230000	21240000	1	22410000	22420000
4	78610000	78620000	4	78850000	78860000
4	78630000	78640000	4	78770000	78780000
4	80050000	80060000	4	80190000	80200000
4	81400000	81410000	4	82350000	82360000
4	82850000	82860000	4	83270000	83280000
4	83060000	83070000	4	83630000	83640000
1	22420000	22430000	1	22940000	22950000
4	86920000	86930000	4	87220000	87230000
4	86930000	86940000	4	87010000	87020000
4	87150000	87160000	4	87460000	87470000
1	22970000	22980000	1	23180000	23190000
4	87850000	87860000	4	87970000	87980000
4	88040000	88050000	4	88200000	88210000
4	88040000	88050000	4	88500000	88510000
4	88530000	88540000	4	89020000	89030000
4	88810000	88820000	4	89020000	89030000
4	88820000	88830000	4	90290000	90300000
1	22970000	22980000	1	23270000	23280000
4	89220000	89230000	4	89900000	89910000
4	94620000	94630000	4	95090000	95100000
4	98140000	98150000	4	99050000	99060000
4	98140000	98150000	4	99400000	99410000
4	102430000	102440000	4	103080000	103090000
1	23090000	23100000	1	23180000	23190000
4	102440000	102450000	4	102610000	102620000
4	105140000	105150000	4	105460000	105470000
4	108000000	108010000	4	109820000	109830000
4	108020000	108030000	4	108570000	108580000
1	23550000	23560000	1	23630000	23640000
4	109420000	109430000	4	109810000	109820000
4	109420000	109430000	4	110510000	110520000
4	110000000	110010000	4	110510000	110520000
4	110000000	110010000	4	110610000	110620000
4	110000000	110010000	4	111270000	111280000
4	110000000	110010000	4	111630000	111640000
4	110000000	110010000	4	111840000	111850000
4	110000000	110010000	4	111930000	111940000
4	110510000	110520000	4	112030000	112040000
4	110620000	110630000	4	111630000	111640000
4	110620000	110630000	4	112040000	112050000
4	110620000	110630000	4	112510000	112520000
4	110630000	110640000	4	111280000	111290000
4	110630000	110640000	4	111850000	111860000
4	112090000	112100000	4	112510000	112520000
1	24390000	24400000	1	24820000	24830000
4	118760000	118770000	4	118960000	118970000
4	121890000	121900000	4	122920000	122930000
4	122750000	122760000	4	122910000	122920000
4	145150000	145160000	4	147090000	147100000
4	147010000	147020000	4	147860000	147870000
4	147160000	147170000	4	147860000	147870000
4	147710000	147720000	4	147860000	147870000
4	150300000	150310000	4	150860000	150870000
4	151120000	151130000	4	152380000	152390000
4	151270000	151280000	4	152380000	152390000
4	152060000	152070000	4	152340000	152350000
1	24850000	24860000	1	25800000	25810000
4	152840000	152850000	4	153580000	153590000
4	153340000	153350000	4	153570000	153580000
4	154330000	154340000	4	154500000	154510000
4	154330000	154340000	4	154620000	154630000
4	154550000	154560000	4	155370000	155380000
1	25500000	25510000	1	25800000	25810000
4	158720000	158730000	4	159440000	159450000
1	25890000	25900000	1	26000000	26010000
4	169010000	169020000	4	169480000	169490000
4	173000000	173010000	4	174300000	174310000
4	173310000	173320000	4	174290000	174300000
1	27850000	27860000	1	27980000	27990000
5	2740000	2750000	5	3590000	3600000
1	27850000	27860000	1	28210000	28220000
5	4880000	4890000	5	6740000	6750000
5	5490000	5500000	5	6740000	6750000
5	6290000	6300000	5	6740000	6750000
5	6620000	6630000	5	6730000	6740000
5	10280000	10290000	5	10410000	10420000
1	28090000	28100000	1	28200000	28210000
5	14680000	14690000	5	15010000	15020000
5	16480000	16490000	5	17190000	17200000
1	28880000	28890000	1	29030000	29040000
5	17210000	17220000	5	18300000	18310000
5	37040000	37050000	5	38950000	38960000
5	37320000	37330000	5	38950000	38960000
1	28880000	28890000	1	29200000	29210000
5	39370000	39380000	5	39550000	39560000
5	39370000	39380000	5	40720000	40730000
5	40370000	40380000	5	40670000	40680000
5	40500000	40510000	5	40670000	40680000
1	28890000	28900000	1	30700000	30710000
5	40750000	40760000	5	40870000	40880000
5	53100000	53110000	5	54220000	54230000
5	54510000	54520000	5	54850000	54860000
5	54510000	54520000	5	55150000	55160000
5	55170000	55180000	5	55690000	55700000
5	55320000	55330000	5	55690000	55700000
5	55940000	55950000	5	56200000	56210000
1	29230000	29240000	1	30780000	30790000
5	55940000	55950000	5	56830000	56840000
5	55940000	55950000	5	57240000	57250000
5	56830000	56840000	5	58460000	58470000
5	56900000	56910000	5	57210000	57220000
5	56900000	56910000	5	58460000	58470000
5	57230000	57240000	5	58460000	58470000
5	57300000	57310000	5	58450000	58460000
1	29230000	29240000	1	30930000	30940000
5	57410000	57420000	5	58450000	58460000
5	57500000	57510000	5	58450000	58460000
5	57770000	57780000	5	58460000	58470000
5	60950000	60960000	5	62350000	62360000
5	61050000	61060000	5	61650000	61660000
5	61050000	61060000	5	61930000	61940000
5	61160000	61170000	5	61330000	61340000
5	62440000	62450000	5	64210000	64220000
5	62450000	62460000	5	63960000	63970000
5	64630000	64640000	5	64780000	64790000
5	64800000	64810000	5	65480000	65490000
1	30720000	30730000	1	30920000	30930000
5	64960000	64970000	5	65480000	65490000
5	66170000	66180000	5	66760000	66770000
5	68280000	68290000	5	69030000	69040000
5	68290000	68300000	5	68450000	68460000
5	72130000	72140000	5	72300000	72310000
5	73300000	73310000	5	73440000	73450000
5	32230000	32240000	5	32600000	32610000
5	32400000	32410000	5	32590000	32600000
1	31180000	31190000	1	31540000	31550000
5	33450000	33460000	5	34460000	34470000
5	33450000	33460000	5	34910000	34920000
5	35080000	35090000	5	35930000	35940000
5	35640000	35650000	5	35920000	35930000
5	35770000	35780000	5	35920000	35930000
5	36060000	36070000	5	36690000	36700000
5	36730000	36740000	5	36950000	36960000
1	31650000	31660000	1	31960000	31970000
5	112170000	112180000	5	112750000	112760000
5	112550000	112560000	5	112750000	112760000
5	112990000	113000000	5	113510000	113520000
5	113000000	113010000	5	113320000	113330000
5	115300000	115310000	5	115830000	115840000
5	115620000	115630000	5	115830000	115840000
5	115630000	115640000	5	116060000	116070000
5	122510000	122520000	5	123350000	123360000
5	93580000	93590000	5	93900000	93910000
5	96340000	96350000	5	97160000	97170000
5	96760000	96770000	5	97150000	97160000
5	102580000	102590000	5	103130000	103140000
5	102780000	102790000	5	103120000	103130000
5	73900000	73910000	5	74650000	74660000
5	76600000	76610000	5	76770000	76780000
5	76870000	76880000	5	77010000	77020000
5	77130000	77140000	5	77430000	77440000
1	34780000	34790000	1	35290000	35300000
5	79020000	79030000	5	80070000	80080000
5	79130000	79140000	5	80070000	80080000
5	81420000	81430000	5	82160000	82170000
1	35570000	35580000	1	35720000	35730000
5	83720000	83730000	5	84250000	84260000
5	87410000	87420000	5	88680000	88690000
5	88720000	88730000	5	90260000	90270000
1	36100000	36110000	1	36280000	36290000
5	88720000	88730000	5	90390000	90400000
1	36100000	36110000	1	36420000	36430000
5	129900000	129910000	5	131410000	131420000
5	131140000	131150000	5	131390000	131400000
5	131590000	131600000	5	132010000	132020000
5	131590000	131600000	5	132060000	132070000
5	132070000	132080000	5	132370000	132380000
5	132380000	132390000	5	132880000	132890000
5	133100000	133110000	5	134030000	134040000
5	133100000	133110000	5	134140000	134150000
5	134040000	134050000	5	134140000	134150000
5	134300000	134310000	5	134570000	134580000
5	134780000	134790000	5	135330000	135340000
5	135460000	135470000	5	135830000	135840000
5	135880000	135890000	5	136070000	136080000
5	135880000	135890000	5	136200000	136210000
5	135950000	135960000	5	136070000	136080000
5	137310000	137320000	5	138130000	138140000
5	137630000	137640000	5	138130000	138140000
5	137770000	137780000	5	138130000	138140000
5	138180000	138190000	5	138400000	138410000
5	138180000	138190000	5	138500000	138510000
5	139420000	139430000	5	139620000	139630000
5	139420000	139430000	5	139760000	139770000
1	110190000	110200000	1	110460000	110470000
5	139790000	139800000	5	140720000	140730000
5	140360000	140370000	5	140710000	140720000
5	141230000	141240000	5	141560000	141570000
5	141220000	141230000	5	142130000	142140000
5	141220000	141230000	5	142690000	142700000
5	141220000	141230000	5	142880000	142890000
5	141340000	141350000	5	141550000	141560000
5	141410000	141420000	5	141550000	141560000
5	141580000	141590000	5	142130000	142140000
5	141670000	141680000	5	142700000	142710000
5	141670000	141680000	5	142880000	142890000
5	141690000	141700000	5	141960000	141970000
5	141680000	141690000	5	142130000	142140000
5	141990000	142000000	5	142130000	142140000
5	142150000	142160000	5	142690000	142700000
5	142730000	142740000	5	142870000	142880000
5	143000000	143010000	5	143810000	143820000
5	143000000	143010000	5	144170000	144180000
5	143390000	143400000	5	143810000	143820000
1	110620000	110630000	1	110760000	110770000
5	168260000	168270000	5	169300000	169310000
5	168990000	169000000	5	169300000	169310000
5	170260000	170270000	5	170620000	170630000
5	170640000	170650000	5	171900000	171910000
1	110620000	110630000	1	111770000	111780000
5	170640000	170650000	5	172050000	172060000
5	171400000	171410000	5	172180000	172190000
5	171410000	171420000	5	172690000	172700000
5	171410000	171420000	5	171900000	171910000
5	171410000	171420000	5	172040000	172050000
5	171410000	171420000	5	172280000	172290000
5	172470000	172480000	5	172930000	172940000
1	111480000	111490000	1	111760000	111770000
5	172710000	172720000	5	172930000	172940000
5	173610000	173620000	5	173970000	173980000
5	173610000	173620000	5	174310000	174320000
5	174040000	174050000	5	174310000	174320000
5	176660000	176670000	5	177090000	177100000
5	178270000	178280000	5	178570000	178580000
5	144200000	144210000	5	146120000	146130000
5	145680000	145690000	5	146130000	146140000
5	146260000	146270000	5	146460000	146470000
5	147450000	147460000	5	147820000	147830000
5	147620000	147630000	5	147820000	147830000
5	147870000	147880000	5	149110000	149120000
5	147870000	147880000	5	148720000	148730000
1	2180000	2190000	1	3420000	3430000
1	114970000	114980000	1	116480000	116490000
5	147870000	147880000	5	149570000	149580000
5	148440000	148450000	5	149030000	149040000
5	148440000	148450000	5	149110000	149120000
5	148440000	148450000	5	149560000	149570000
5	149830000	149840000	5	149980000	149990000
5	149830000	149840000	5	150220000	150230000
5	150560000	150570000	5	150840000	150850000
5	151120000	151130000	5	151650000	151660000
5	153490000	153500000	5	153950000	153960000
5	153980000	153990000	5	154400000	154410000
5	154070000	154080000	5	154400000	154410000
5	154470000	154480000	5	154610000	154620000
5	154650000	154660000	5	154810000	154820000
5	157150000	157160000	5	157310000	157320000
5	157150000	157160000	5	157730000	157740000
5	157340000	157350000	5	159120000	159130000
5	157350000	157360000	5	157730000	157740000
5	159160000	159170000	5	160380000	160390000
5	160040000	160050000	5	160360000	160370000
5	160200000	160210000	5	160340000	160350000
1	116550000	116560000	1	117060000	117070000
6	1600000	1610000	6	2630000	2640000
6	1590000	1600000	6	2740000	2750000
6	1600000	1610000	6	2100000	2110000
6	1600000	1610000	6	2190000	2200000
6	1600000	1610000	6	2350000	2360000
6	1600000	1610000	6	3050000	3060000
6	2750000	2760000	6	4000000	4010000
6	2840000	2850000	6	2920000	2930000
6	2990000	3000000	6	4000000	4010000
6	3120000	3130000	6	3250000	3260000
6	3280000	3290000	6	3720000	3730000
6	4050000	4060000	6	5390000	5400000
6	4060000	4070000	6	4930000	4940000
1	117510000	117520000	1	117890000	117900000
6	5460000	5470000	6	6000000	6010000
6	7270000	7280000	6	8040000	8050000
6	7720000	7730000	6	7990000	8000000
6	10490000	10500000	6	11570000	11580000
6	12910000	12920000	6	13320000	13330000
1	7660000	7670000	1	8340000	8350000
6	17150000	17160000	6	17810000	17820000
6	63350000	63360000	6	63770000	63780000
6	70300000	70310000	6	71020000	71030000
6	72410000	72420000	6	73170000	73180000
1	77150000	77160000	1	77530000	77540000
6	39350000	39360000	6	41050000	41060000
1	77970000	77980000	1	78640000	78650000
6	39980000	39990000	6	41040000	41050000
6	41360000	41370000	6	41680000	41690000
6	41360000	41370000	6	41770000	41780000
6	41360000	41370000	6	42050000	42060000
6	41360000	41370000	6	42880000	42890000
6	41400000	41410000	6	41580000	41590000
6	41780000	41790000	6	42040000	42050000
6	41780000	41790000	6	42210000	42220000
6	41780000	41790000	6	42880000	42890000
6	41930000	41940000	6	42030000	42040000
6	42070000	42080000	6	42880000	42890000
6	42660000	42670000	6	42870000	42880000
6	42660000	42670000	6	43140000	43150000
6	42900000	42910000	6	43140000	43150000
6	42910000	42920000	6	44070000	44080000
6	45420000	45430000	6	45710000	45720000
6	45930000	45940000	6	46400000	46410000
6	46080000	46090000	6	46400000	46410000
6	46420000	46430000	6	47040000	47050000
6	47090000	47100000	6	47300000	47310000
6	47790000	47800000	6	49400000	49410000
6	50810000	50820000	6	52020000	52030000
6	50810000	50820000	6	52250000	52260000
6	52280000	52290000	6	52380000	52390000
6	52280000	52290000	6	52660000	52670000
6	52410000	52420000	6	53060000	53070000
6	52410000	52420000	6	52660000	52670000
6	53980000	53990000	6	55060000	55070000
6	53980000	53990000	6	55240000	55250000
1	84140000	84150000	1	84760000	84770000
6	20400000	20410000	6	20520000	20530000
6	24870000	24880000	6	25010000	25020000
6	26030000	26040000	6	27140000	27150000
6	26030000	26040000	6	27820000	27830000
1	84940000	84950000	1	85250000	85260000
6	26030000	26040000	6	27880000	27890000
6	26190000	26200000	6	27140000	27150000
6	26180000	26190000	6	26560000	26570000
6	26200000	26210000	6	27820000	27830000
6	26310000	26320000	6	27130000	27140000
6	27140000	27150000	6	27890000	27900000
6	28680000	28690000	6	29580000	29590000
6	30480000	30490000	6	30600000	30610000
6	33580000	33590000	6	34150000	34160000
6	33770000	33780000	6	34020000	34030000
6	33760000	33770000	6	34140000	34150000
6	35300000	35310000	6	35450000	35460000
6	36610000	36620000	6	36750000	36760000
6	36610000	36620000	6	37000000	37010000
6	36760000	36770000	6	37000000	37010000
6	36880000	36890000	6	37200000	37210000
6	37020000	37030000	6	37190000	37200000
6	37480000	37490000	6	37690000	37700000
6	73510000	73520000	6	75220000	75230000
6	73650000	73660000	6	75220000	75230000
1	85310000	85320000	1	86350000	86360000
6	73710000	73720000	6	75600000	75610000
6	73850000	73860000	6	75200000	75210000
6	75270000	75280000	6	75520000	75530000
6	75930000	75940000	6	77450000	77460000
6	80600000	80610000	6	81750000	81760000
6	80600000	80610000	6	82170000	82180000
6	82260000	82270000	6	83050000	83060000
6	82260000	82270000	6	83510000	83520000
1	86380000	86390000	1	87080000	87090000
6	83210000	83220000	6	84220000	84230000
6	83220000	83230000	6	83510000	83520000
6	83410000	83420000	6	83510000	83520000
6	85360000	85370000	6	85470000	85480000
6	88980000	88990000	6	89350000	89360000
6	88980000	88990000	6	89610000	89620000
6	90290000	90300000	6	90380000	90390000
6	93030000	93040000	6	93410000	93420000
6	99460000	99470000	6	99750000	99760000
6	99470000	99480000	6	100090000	100100000
6	99460000	99470000	6	100650000	100660000
6	106590000	106600000	6	106970000	106980000
6	107970000	107980000	6	108520000	108530000
6	109190000	109200000	6	109380000	109390000
6	109530000	109540000	6	110380000	110390000
6	109700000	109710000	6	110040000	110050000
6	109700000	109710000	6	110380000	110390000
1	88980000	88990000	1	89990000	90000000
6	111710000	111720000	6	112020000	112030000
6	111710000	111720000	6	112160000	112170000
6	112170000	112180000	6	113900000	113910000
6	116250000	116260000	6	116660000	116670000
1	88990000	89000000	1	89450000	89460000
6	116280000	116290000	6	116540000	116550000
6	117350000	117360000	6	118570000	118580000
6	117450000	117460000	6	117560000	117570000
6	119140000	119150000	6	119330000	119340000
1	88990000	89000000	1	89600000	89610000
6	122480000	122490000	6	123310000	123320000
6	125300000	125310000	6	125970000	125980000
6	125300000	125310000	6	127110000	127120000
6	126000000	126010000	6	127530000	127540000
1	88990000	89000000	1	89760000	89770000
6	129490000	129500000	6	130850000	130860000
6	129590000	129600000	6	130020000	130030000
6	129590000	129600000	6	130850000	130860000
6	130310000	130320000	6	130850000	130860000
6	130880000	130890000	6	131110000	131120000
6	130880000	130890000	6	131530000	131540000
6	130880000	130890000	6	131600000	131610000
6	130880000	130890000	6	131900000	131910000
6	130880000	130890000	6	132280000	132290000
6	130880000	130890000	6	132470000	132480000
6	131190000	131200000	6	131530000	131540000
1	89630000	89640000	1	89750000	89760000
6	132530000	132540000	6	133520000	133530000
6	133940000	133950000	6	135430000	135440000
1	89790000	89800000	1	89990000	90000000
6	134150000	134160000	6	135190000	135200000
6	134150000	134160000	6	135430000	135440000
6	134170000	134180000	6	134640000	134650000
6	135000000	135010000	6	135190000	135200000
6	135200000	135210000	6	135420000	135430000
6	136640000	136650000	6	136790000	136800000
1	91510000	91520000	1	91920000	91930000
6	137710000	137720000	6	137860000	137870000
1	91510000	91520000	1	92280000	92290000
1	91510000	91520000	1	92610000	92620000
6	144580000	144590000	6	145210000	145220000
6	145920000	145930000	6	146690000	146700000
6	145930000	145940000	6	146770000	146780000
6	147380000	147390000	6	148460000	148470000
6	148560000	148570000	6	149510000	149520000
6	148570000	148580000	6	148950000	148960000
6	148740000	148750000	6	148940000	148950000
6	149940000	149950000	6	150810000	150820000
6	150060000	150070000	6	150800000	150810000
1	7990000	8000000	1	8840000	8850000
6	151010000	151020000	6	151320000	151330000
6	151430000	151440000	6	152120000	152130000
6	151430000	151440000	6	152260000	152270000
6	151430000	151440000	6	152350000	152360000
6	154150000	154160000	6	154270000	154280000
6	154150000	154160000	6	154660000	154670000
6	154150000	154160000	6	154800000	154810000
6	157320000	157330000	6	157660000	157670000
6	158210000	158220000	6	158970000	158980000
6	158220000	158230000	6	158600000	158610000
6	158700000	158710000	6	158970000	158980000
1	93440000	93450000	1	93840000	93850000
6	159160000	159170000	6	159660000	159670000
6	159690000	159700000	6	160450000	160460000
6	159870000	159880000	6	160090000	160100000
1	93620000	93630000	1	93840000	93850000
6	161100000	161110000	6	161360000	161370000
6	163420000	163430000	6	163950000	163960000
6	163420000	163430000	6	164100000	164110000
6	167000000	167010000	6	167130000	167140000
6	167480000	167490000	6	167890000	167900000
6	167910000	167920000	6	168120000	168130000
7	66560000	66570000	7	66790000	66800000
7	2460000	2470000	7	2670000	2680000
7	2860000	2870000	7	4750000	4760000
7	2870000	2880000	7	3900000	3910000
7	4800000	4810000	7	5080000	5090000
7	4800000	4810000	7	5690000	5700000
7	7090000	7100000	7	8210000	8220000
7	7100000	7110000	7	7530000	7540000
7	11360000	11370000	7	12490000	12500000
7	11420000	11430000	7	12490000	12500000
7	12070000	12080000	7	12490000	12500000
7	16690000	16700000	7	16910000	16920000
1	94050000	94060000	1	94230000	94240000
7	37900000	37910000	7	39520000	39530000
7	38790000	38800000	7	39520000	39530000
7	38790000	38800000	7	40050000	40060000
7	39570000	39580000	7	40050000	40060000
1	94480000	94490000	1	94800000	94810000
7	40330000	40340000	7	41690000	41700000
7	42930000	42940000	7	43710000	43720000
7	43580000	43590000	7	43700000	43710000
7	44580000	44590000	7	44920000	44930000
7	44580000	44590000	7	45120000	45130000
7	47260000	47270000	7	47820000	47830000
7	47260000	47270000	7	48100000	48110000
7	47440000	47450000	7	47810000	47820000
7	47940000	47950000	7	49850000	49860000
7	47950000	47960000	7	48100000	48110000
7	50090000	50100000	7	51150000	51160000
7	50200000	50210000	7	50360000	50370000
